Index;Action;State;Reward;Value
0;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.45369000e+00  1.44912000e+00  1.45518000e+00
  1.44994000e+00  9.65543301e+04  2.78058008e+01  3.36740907e+01
  7.21941992e+01  1.45110500e+00  1.45198200e+00  6.04001978e-04
 -2.58297516e-01  2.24963364e-02 -2.33529885e-02  1.45141333e+00
  1.45229400e+00  1.55920000e-03  1.06791000e+00  1.06649000e+00
  1.07266000e+00  1.07241000e+00  7.98517302e+04  4.81300813e+01
  8.60822973e+00  5.18699187e+01  1.07249400e+00  1.07103800e+00
 -1.35942889e-03  4.21434902e-01 -2.05040280e-02 -3.44423478e-02
  1.07052000e+00  1.07151867e+00  1.62773333e-03  8.43710000e-01
  8.43270000e-01  8.47860000e-01  8.45960000e-01  1.03027820e+05
  3.82553862e+01  2.62008900e+01  6.17446138e+01  8.47923000e-01
  8.43734000e-01 -4.96483489e-03  2.65139117e-01 -7.45688383e-02
 -9.98590993e-02  8.45696667e-01  8.43896000e-01  1.34453333e-03
  1.19987000e+02  1.19806000e+02  1.20333000e+02  1.20297000e+02
  2.11973581e+05  1.60248042e+01  3.78813814e+01  8.39751958e+01
  1.21487500e+02  1.20719600e+02 -6.36102174e-03  2.58028143e-01
 -2.40121539e-01 -1.71672730e-01  1.20145333e+02  1.20790267e+02
  5.67520000e-01  1.10185000e+00  1.09978000e+00  1.10252000e+00
  1.10220000e+00  1.22430630e+05  1.38364780e+01  1.21448499e+01
  8.61635220e+01  1.10759600e+00  1.10418000e+00 -3.09369849e-03
  3.26672840e-02 -1.08397426e-01 -9.51725966e-02  1.10150000e+00
  1.10449067e+00  2.53413333e-03  2.00000000e+04]";0.0;20000.0
1;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.44989000e+00  1.44796000e+00  1.45408000e+00
  1.45304000e+00  9.08992501e+04  4.73518285e+01  3.28013708e+01
  5.26481715e+01  1.45100500e+00  1.45121800e+00  1.46773262e-04
  2.13573719e-01 -5.25104257e-02 -6.87975590e-03  1.45169333e+00
  1.45191867e+00  1.34906667e-03  1.07232000e+00  1.07098000e+00
  1.07376000e+00  1.07145000e+00  7.50337901e+04  4.03252033e+01
  1.17996286e+01  5.96747967e+01  1.07216000e+00  1.07061800e+00
 -1.44028963e-03 -8.95580928e-02 -3.91608517e-02 -3.11242237e-02
  1.07206333e+00  1.07089667e+00  8.81333333e-04  8.45970000e-01
  8.44670000e-01  8.46770000e-01  8.45240000e-01  8.45295901e+04
  3.76362593e+01  2.57435527e+01  6.23637407e+01  8.46941000e-01
  8.43998000e-01 -3.48697509e-03 -8.51466466e-02  3.12581465e-02
 -1.15510312e-01  8.45560000e-01  8.43916667e-01  1.36933333e-03
  1.20248000e+02  1.19888000e+02  1.20418000e+02  1.20019000e+02
  1.86623081e+05  6.95169713e+00  2.93719636e+01  9.30483029e+01
  1.21236800e+02  1.20355200e+02 -7.32498471e-03 -2.31362143e-01
 -3.01337049e-01 -2.06731888e-01  1.20108333e+02  1.20447400e+02
  3.96746667e-01  1.10219000e+00  1.09923000e+00  1.10276000e+00
  1.10098000e+00  1.21048570e+05  9.70066519e+00  8.89914880e+00
  9.02993348e+01  1.10619900e+00  1.10253600e+00 -3.32234050e-03
 -1.10749020e-01 -1.48766850e-01 -1.26088686e-01  1.10099000e+00
  1.10295267e+00  1.67386667e-03  2.00000000e+04]";0.0;20000.0
2;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.45317000e+00  1.45167000e+00  1.45957000e+00
  1.45700000e+00  1.11304240e+05  7.23203026e+01  3.75087300e+01
  2.76796974e+01  1.45147100e+00  1.45240200e+00  6.41007104e-04
  2.72161375e-01  8.14284088e-02  3.20347844e-02  1.45608000e+00
  1.45225333e+00  1.75066667e-03  1.07150000e+00  1.06810000e+00
  1.07225000e+00  1.06930000e+00  1.00497940e+05  2.28455285e+01
  1.40070209e+01  7.71544715e+01  1.07166300e+00  1.07029200e+00
 -1.28095884e-03 -2.00864251e-01 -3.04640214e-02 -4.63713236e-02
  1.06988333e+00  1.07048667e+00  8.08000000e-04  8.45210000e-01
  8.41180000e-01  8.48720000e-01  8.42310000e-01  1.23234060e+05
  2.18149038e+01  2.30808505e+01  7.81850962e+01  8.46031000e-01
  8.44056000e-01 -2.33989214e-03 -3.47249319e-01  6.88701152e-03
 -1.07456812e-01  8.44070000e-01  8.44104000e-01  1.21946667e-03
  1.20022000e+02  1.19775000e+02  1.20246000e+02  1.20176000e+02
  2.68837251e+05  1.30831974e+01  2.34697765e+01  8.69168026e+01
  1.20988900e+02  1.20186200e+02 -6.67880339e-03  1.30727136e-01
 -1.40134986e-01 -2.04182013e-01  1.20065667e+02  1.20225200e+02
  1.93920000e-01  1.10097000e+00  1.10069000e+00  1.10393000e+00
  1.10312000e+00  1.45870883e+05  2.58988016e+01  1.11570788e+01
  7.41011984e+01  1.10515300e+00  1.10207600e+00 -2.79200346e-03
  1.94183628e-01 -4.16564940e-02 -9.43752212e-02  1.10258000e+00
  1.10214133e+00  7.17066667e-04  2.00000000e+04]";0.0;20000.0
3;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.45681000e+00  1.45541000e+00  1.46847000e+00
  1.46839000e+00  1.22867750e+05  9.96512642e+01  4.60889933e+01
  3.48735833e-01  1.45340700e+00  1.45641200e+00  2.06328978e-03
  7.78703527e-01  2.74969789e-01  1.32721954e-01  1.46409000e+00
  1.45521600e+00  3.89520000e-03  1.06921000e+00  1.06766000e+00
  1.07063000e+00  1.06859000e+00  1.04424340e+05  1.70731707e+01
  1.49321294e+01  8.29268293e+01  1.07120500e+00  1.06993000e+00
 -1.19166674e-03 -6.64206321e-02 -3.38477587e-02 -4.27686294e-02
  1.06896000e+00  1.07009933e+00  9.53866667e-04  8.42310000e-01
  8.38700000e-01  8.43100000e-01  8.39830000e-01  1.22896330e+05
  6.91105769e+00  1.86515596e+01  9.30889423e+01  8.44785000e-01
  8.43412000e-01 -1.62791139e-03 -2.94862710e-01 -7.65355564e-02
 -1.47273541e-01  8.40543333e-01  8.43804667e-01  1.56506667e-03
  1.20179000e+02  1.20026000e+02  1.20405000e+02  1.20163000e+02
  2.70019181e+05  1.49518304e+01  1.73326991e+01  8.50481696e+01
  1.20793600e+02  1.20128400e+02 -5.53740831e-03 -1.08180528e-02
 -4.80435782e-02 -1.61222582e-01  1.20198000e+02  1.20122800e+02
  3.90933333e-02  1.10312000e+00  1.10168000e+00  1.10954000e+00
  1.10944000e+00  1.44516350e+05  8.12898089e+01  1.78137685e+01
  1.87101911e+01  1.10520700e+00  1.10351600e+00 -1.53237470e-03
  5.71285496e-01  1.30218213e-01  4.86850537e-03  1.10688667e+00
  1.10282800e+00  1.62346667e-03  2.00000000e+04]";0.0;20000.0
4;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.46861000e+00  1.46094000e+00  1.47195000e+00
  1.46924000e+00  1.17640250e+05  8.97426192e+01  5.29618060e+01
  1.02573808e+01  1.45558900e+00  1.45952200e+00  2.69471786e-03
  5.78697810e-02  2.12802177e-01  1.49625991e-01  1.46737667e+00
  1.45813067e+00  6.08213333e-03  1.06875000e+00  1.06634000e+00
  1.06932000e+00  1.06836000e+00  1.03563620e+05  1.62248996e+01
  1.60497650e+01  8.37751004e+01  1.07064000e+00  1.07002200e+00
 -5.77558218e-04 -2.15260068e-02  8.61318392e-03 -5.27454464e-02
  1.06800667e+00  1.06988667e+00  1.12400000e-03  8.41850000e-01
  8.40640000e-01  8.51830000e-01  8.50750000e-01  1.33363770e+05
  8.14439946e+01  2.41968090e+01  1.85560054e+01  8.44592000e-01
  8.44818000e-01  2.67513240e-04  1.29188230e+00  1.65952548e-01
 -2.26601718e-02  8.47740000e-01  8.44722000e-01  1.93226667e-03
  1.20275000e+02  1.19918000e+02  1.20378000e+02  1.20186000e+02
  2.72010231e+05  1.58381503e+01  1.30600583e+01  8.41618497e+01
  1.20589200e+02  1.20168200e+02 -3.50342270e-03  1.91388357e-02
  3.31427838e-02 -1.68639730e-01  1.20160667e+02  1.20135600e+02
  3.88800000e-02  1.10939000e+00  1.10356000e+00  1.10939000e+00
  1.10593000e+00  1.35229078e+05  5.33439490e+01  2.25966546e+01
  4.66560510e+01  1.10485600e+00  1.10433400e+00 -4.72683083e-04
 -3.16877356e-01  7.41020066e-02 -3.16877356e-02  1.10629333e+00
  1.10365000e+00  2.35200000e-03  2.00000000e+04]";0.0;20000.0
5;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.46924000e+00  1.46367000e+00  1.47125000e+00
  1.46612000e+00  9.76201301e+04  7.79333838e+01  5.18966611e+01
  2.20666162e+01  1.45737000e+00  1.46275800e+00  3.68345277e-03
 -2.12580479e-01  2.21945585e-01  1.22220961e-01  1.46701333e+00
  1.46125067e+00  5.89120000e-03  1.06836000e+00  1.06779000e+00
  1.07171000e+00  1.07027000e+00  9.54460102e+04  3.15662651e+01
  1.86627022e+01  6.84337349e+01  1.07031600e+00  1.06959400e+00
 -6.75022485e-04  1.78619070e-01 -3.99499825e-02 -3.02270053e-02
  1.06992333e+00  1.06976733e+00  1.02720000e-03  8.50740000e-01
  8.46420000e-01  8.53760000e-01  8.47390000e-01  1.13582390e+05
  5.77586207e+01  2.90821006e+01  4.22413793e+01  8.44419000e-01
  8.45104000e-01  8.10551127e-04 -3.95727606e-01  3.37792031e-02
 -2.03948176e-02  8.49190000e-01  8.45420667e-01  2.49120000e-03
  1.20167000e+02  1.20062000e+02  1.20981000e+02  1.20950000e+02
  2.42276311e+05  5.24553571e+01  1.40962525e+01  4.75446429e+01
  1.20509200e+02  1.20298800e+02 -1.74897838e-03  6.33669428e-01
  1.08271041e-01 -6.59252491e-02  1.20664333e+02  1.20239400e+02
  1.69973333e-01  1.10590000e+00  1.10328000e+00  1.10641000e+00
  1.10434000e+00  1.13720085e+05  4.39003436e+01  2.48445273e+01
  5.60996564e+01  1.10447100e+00  1.10476200e+00  2.63405150e-04
 -1.43873850e-01  3.87937798e-02 -3.48018231e-02  1.10467667e+00
  1.10428533e+00  2.00026667e-03  2.00000000e+04]";0.0;20000.0
6;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.46612000e+00  1.46052000e+00  1.46862000e+00
  1.46067000e+00  1.06947770e+05  5.35228677e+01  5.37495784e+01
  4.64771323e+01  1.45775100e+00  1.46428400e+00  4.46156620e-03
 -3.72422094e-01  1.04746422e-01  2.61179982e-02  1.46327000e+00
  1.46356600e+00  3.11280000e-03  1.07027000e+00  1.06902000e+00
  1.07279000e+00  1.07059000e+00  1.03569850e+05  5.08982036e+01
  2.31804402e+01  4.91017964e+01  1.07002000e+00  1.06942200e+00
 -5.59180567e-04  2.98945286e-02 -1.60594582e-02 -2.76101549e-02
  1.07080000e+00  1.06951467e+00  8.25066667e-04  8.47390000e-01
  8.43370000e-01  8.49090000e-01  8.45880000e-01  1.17568170e+05
  4.77453581e+01  3.36611057e+01  5.22546419e+01  8.44615000e-01
  8.45232000e-01  7.29977095e-04 -1.78353175e-01  1.51378975e-02
  2.31980220e-02  8.46113333e-01  8.45531333e-01  2.57973333e-03
  1.20951000e+02  1.20656000e+02  1.21150000e+02  1.20789000e+02
  2.47564931e+05  4.82627320e+01  1.71880599e+01  5.17372680e+01
  1.20404000e+02  1.20452800e+02  4.05137946e-04 -1.33201530e-01
  1.27903163e-01 -8.67169429e-02  1.20865000e+02  1.20390733e+02
  2.99146667e-01  1.10436000e+00  1.09937000e+00  1.10479000e+00
  1.09989000e+00  1.23491761e+05  5.67010309e+00  2.40928563e+01
  9.43298969e+01  1.10354000e+00  1.10454400e+00  9.08972390e-04
 -4.03769665e-01 -1.98103493e-02 -8.42885996e-02  1.10135000e+00
  1.10435733e+00  1.91386667e-03  2.00000000e+04]";0.0;20000.0
7;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.46068000e+00  1.45766000e+00  1.46259000e+00
  1.45873000e+00  9.38941301e+04  4.55294602e+01  5.65307716e+01
  5.44705398e+01  1.45851600e+00  1.46463000e+00  4.17443313e-03
 -1.32904041e-01  2.37333389e-02  5.25808738e-02  1.45966000e+00
  1.46428200e+00  2.33040000e-03  1.07058000e+00  1.06951000e+00
  1.07243000e+00  1.07016000e+00  9.07910202e+04  5.14824798e+01
  2.80350134e+01  4.85175202e+01  1.06994300e+00  1.06959400e+00
 -3.26292032e-04 -4.01728372e-02  1.60788245e-02 -7.19259847e-03
  1.07070000e+00  1.06967800e+00  9.55733333e-04  8.45810000e-01
  8.45810000e-01  8.49720000e-01  8.48960000e-01  1.08971130e+05
  6.81697613e+01  3.83861718e+01  3.18302387e+01  8.45309000e-01
  8.46562000e-01  1.48010423e-03  3.63456538e-01  1.57279069e-01
  8.20830402e-02  8.48163333e-01  8.46350000e-01  2.41733333e-03
  1.20786000e+02  1.20568000e+02  1.21019000e+02  1.20787000e+02
  1.96661261e+05  6.79650772e+01  2.38298444e+01  3.20349228e+01
  1.20380600e+02  1.20575000e+02  1.61227452e-03 -1.65579362e-03
  1.01426577e-01 -1.93542044e-02  1.20791333e+02  1.20535867e+02
  2.85226667e-01  1.09989000e+00  1.09644000e+00  1.10138000e+00
  1.09827000e+00  1.01074230e+05  1.39694656e+01  2.53005078e+01
  8.60305344e+01  1.10282500e+00  1.10357400e+00  6.78703920e-04
 -1.47396031e-01 -8.81262811e-02 -6.48913875e-02  1.09869667e+00
  1.10358067e+00  2.84586667e-03  2.00000000e+04]";0.0;20000.0
8;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.45873000e+00  1.45533000e+00  1.46135000e+00
  1.45605000e+00  1.07495250e+05  3.37223843e+01  5.47579911e+01
  6.62776157e+01  1.45928700e+00  1.46216200e+00  1.96626639e-03
 -1.83890431e-01 -1.68785453e-01  5.30921681e-02  1.45757667e+00
  1.46297933e+00  3.48880000e-03  1.07019000e+00  1.06794000e+00
  1.07102000e+00  1.06969000e+00  9.79659602e+04  4.51482480e+01
  3.23694080e+01  5.48517520e+01  1.06987200e+00  1.06981400e+00
 -5.42150318e-05 -4.39283134e-02  2.05772882e-02 -6.63523521e-03
  1.06955000e+00  1.06979600e+00  8.14133333e-04  8.48980000e-01
  8.46140000e-01  8.49750000e-01  8.49220000e-01  1.20464770e+05
  6.98539177e+01  4.29589259e+01  3.01460823e+01  8.45926000e-01
  8.48440000e-01  2.96308519e-03  3.06210180e-02  2.22375815e-01
  7.29201291e-02  8.48370000e-01  8.47915333e-01  7.90933333e-04
  1.20787000e+02  1.20079000e+02  1.20803000e+02  1.20080000e+02
  2.32063951e+05  2.21818182e+01  2.57714664e+01  7.78181818e+01
  1.20343400e+02  1.20558400e+02  1.78336806e-03 -5.87047649e-01
 -1.38193418e-02 -3.09314600e-02  1.20320667e+02  1.20560400e+02
  2.55786667e-01  1.09827000e+00  1.09419000e+00  1.09849000e+00
  1.09438000e+00  1.33507475e+05  1.23778502e+00  2.48847400e+01
  9.87622150e+01  1.10203900e+00  1.10056200e+00 -1.34204161e-03
 -3.54822163e-01 -2.73347813e-01 -7.15648000e-02  1.09568667e+00
  1.10134067e+00  3.31920000e-03  2.00000000e+04]";0.0;20000.0
9;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.45569000e+00  1.45279000e+00  1.45838000e+00
  1.45285000e+00  8.97025202e+04  2.03834931e+01  5.40157604e+01
  7.96165069e+01  1.45920300e+00  1.45888400e+00 -2.18660291e-04
 -2.20014527e-01 -2.24362314e-01 -5.78006856e-03  1.45467333e+00
  1.46043867e+00  3.76240000e-03  1.06920000e+00  1.06599000e+00
  1.07131000e+00  1.06624000e+00  8.02134701e+04  3.21750322e+00
  2.78781502e+01  9.67824968e+01  1.06970600e+00  1.06939000e+00
 -2.95495563e-04 -3.23044575e-01 -3.97264255e-02 -1.55566208e-02
  1.06784667e+00  1.06976400e+00  8.52533333e-04  8.48610000e-01
  8.44210000e-01  8.50430000e-01  8.44690000e-01  1.02966280e+05
  3.97742364e+01  4.31108110e+01  6.02257636e+01  8.46023000e-01
  8.47228000e-01  1.42228538e-03 -5.34858499e-01 -1.42972345e-01
  1.14901014e-02  8.46443333e-01  8.47656000e-01  1.10213333e-03
  1.20013000e+02  1.19677000e+02  1.20338000e+02  1.19777000e+02
  2.03818551e+05  6.78886626e+00  2.48478726e+01  9.32111337e+01
  1.20322400e+02  1.20476600e+02  1.27991660e-03 -2.52650672e-01
 -6.81772433e-02 -1.75172298e-02  1.19930667e+02  1.20514400e+02
  3.10986667e-01  1.09439000e+00  1.09076000e+00  1.09574000e+00
  1.09105000e+00  1.04173425e+05  1.54419595e+00  2.36555118e+01
  9.84558040e+01  1.10096000e+00  1.09758600e+00 -3.07401880e-03
 -3.04745755e-01 -2.70921493e-01 -9.84097431e-02  1.09251667e+00
  1.09858533e+00  3.58693333e-03  2.00000000e+04]";0.0;20000.0
