Index;Reward;Value;Cash;Action_1;Action_2;Action_3;Action_4;Action_5;Stock_1;Stock_2;Stock_3;Stock_4;Stock_5
1;0.0;20000.0;20000.0;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
2;-19.864777699916885;19980.135222300083;115.35752230008252;HOLD;SELL;HOLD;BUY;BUY;0.0;0.0;0.0;164.0;165.0
3;6.210221199999069;19986.345443500082;19986.345443500082;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
4;-19.8897895999944;19966.455653900088;76.66605390008885;HOLD;SELL;HOLD;BUY;BUY;0.0;0.0;0.0;164.0;165.0
5;-16.70013244999791;19949.75552145009;19949.75552145009;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
6;-19.92891964142109;19929.82660180867;0.9069618086702214;HOLD;HOLD;HOLD;HOLD;BUY;0.0;0.0;0.0;0.0;18046.0
7;-119.96292147376516;19809.863680334904;0.25714033490283006;BUY;SELL;HOLD;HOLD;SELL;13562.0;0.0;0.0;0.0;0.0
8;-26.310280000001512;19783.553400334902;0.25714033490283006;HOLD;SELL;HOLD;SELL;SELL;13562.0;0.0;0.0;0.0;0.0
9;-36.346159999997326;19747.207240334905;0.25714033490283006;HOLD;SELL;HOLD;SELL;SELL;13562.0;0.0;0.0;0.0;0.0
10;-63.101951700002246;19684.105288634903;19684.105288634903;SELL;HOLD;HOLD;HOLD;HOLD;0.0;0.0;0.0;0.0;0.0
11;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
12;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
13;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
14;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
15;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
16;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
17;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
18;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
19;0.0;19684.105288634903;19684.105288634903;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
20;-19.663642799703666;19664.4416458352;0.7988458351963463;HOLD;HOLD;SELL;SELL;BUY;0.0;0.0;0.0;0.0;18120.0
21;12.611719986871321;19677.05336582207;0.020555822068006435;BUY;SELL;HOLD;HOLD;SELL;13621.0;0.0;0.0;0.0;0.0
22;78.72938000000067;19755.78274582207;0.020555822068006435;HOLD;BUY;HOLD;BUY;SELL;13621.0;0.0;0.0;0.0;0.0
23;310.4225899999983;20066.20533582207;0.020555822068006435;HOLD;HOLD;HOLD;HOLD;BUY;13621.0;0.0;0.0;0.0;0.0
24;56.11851999999999;20122.32385582207;0.020555822068006435;HOLD;HOLD;HOLD;HOLD;BUY;13621.0;0.0;0.0;0.0;0.0
25;76.4138099999982;20198.737665822067;0.020555822068006435;HOLD;HOLD;HOLD;HOLD;BUY;13621.0;0.0;0.0;0.0;0.0
26;155.00698000000193;20353.74464582207;0.020555822068006435;HOLD;HOLD;HOLD;HOLD;BUY;13621.0;0.0;0.0;0.0;0.0
27;-55.982310000003054;20297.762335822066;0.020555822068006435;HOLD;HOLD;HOLD;HOLD;BUY;13621.0;0.0;0.0;0.0;0.0
28;186.8697337037811;20484.632069525847;0.6568795258512474;SELL;BUY;SELL;HOLD;BUY;0.0;9371.0;0.0;0.0;9371.0
29;-21.8882195399965;20462.74384998585;20462.74384998585;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
30;0.0;20462.74384998585;20462.74384998585;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
31;0.0;20462.74384998585;20462.74384998585;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
32;0.0;20462.74384998585;20462.74384998585;HOLD;SELL;HOLD;SELL;SELL;0.0;0.0;0.0;0.0;0.0
33;-20.4416736056628;20442.302176380188;0.6285663801892913;SELL;BUY;SELL;HOLD;BUY;0.0;9363.0;0.0;0.0;9362.0
34;-99.80026999999609;20342.501906380192;0.6285663801892913;SELL;HOLD;HOLD;HOLD;HOLD;0.0;9363.0;0.0;0.0;9362.0
35;-71.33921999999802;20271.162686380194;0.6285663801892913;SELL;HOLD;HOLD;HOLD;HOLD;0.0;9363.0;0.0;0.0;9362.0
36;63.02471134172083;20334.187397721915;0.20581772191461267;BUY;SELL;HOLD;HOLD;SELL;13222.0;0.0;0.0;0.0;0.0
37;352.6307400000005;20686.818137721915;0.20581772191461267;HOLD;HOLD;SELL;SELL;BUY;13222.0;0.0;0.0;0.0;0.0
38;-19.700779999999213;20667.117357721916;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
39;263.646679999998;20930.764037721914;0.20581772191461267;BUY;BUY;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
40;-495.5605600000017;20435.203477721912;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
41;-119.52687999999762;20315.676597721915;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
42;-18.643019999999524;20297.033577721915;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
43;257.3001199999999;20554.333697721915;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
44;58.70567999999912;20613.039377721914;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
45;-206.26320000000123;20406.776177721913;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
46;70.60548000000199;20477.381657721915;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
47;106.7015399999982;20584.083197721913;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
48;94.27286000000095;20678.356057721914;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
49;-174.26596000000063;20504.090097721913;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
50;59.63122000000294;20563.721317721916;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
51;-275.6787000000004;20288.042617721916;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
52;-11.767580000003363;20276.275037721913;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
53;-143.5909199999951;20132.684117721918;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
54;16.527499999996508;20149.211617721914;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
55;-38.21157999999923;20111.000037721915;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
56;77.34870000000228;20188.348737721917;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
57;-18.510800000000017;20169.837937721917;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
58;-122.17127999999866;20047.66665772192;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
59;102.99937999999747;20150.666037721916;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
60;203.08992000000217;20353.755957721918;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
61;-175.19150000000081;20178.564457721917;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
62;-55.92906000000221;20122.635397721915;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
63;191.19012000000293;20313.825517721918;0.20581772191461267;HOLD;SELL;HOLD;SELL;SELL;13222.0;0.0;0.0;0.0;0.0
