Index;Action;State;Reward;Value
75;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-5.17616658e-01 -4.81854024e-01 -4.69592497e-01 -6.42121185e-01
  -4.84563170e-01  9.83770728e-01  9.82298780e-01  1.01336398e+00
   1.07218603e+00  1.36169833e+00 -6.36974098e-02 -3.21382773e-01
   6.36974098e-02  1.04281346e+00  1.17961716e+00  1.05638475e+00
   5.57862406e-01  1.02829669e+00 -2.32292119e-01  1.02476464e+00
   1.14927019e+00  1.24427345e+00 -1.32101657e+00 -1.28398227e+00
  -1.38505015e+00 -1.35202846e+00 -2.09442636e-02 -1.14896531e+00
  -2.15409025e-01  1.14896531e+00 -1.32672620e+00 -1.32425943e+00
  -6.54737516e-03 -2.43541851e-01 -4.67732080e-01  1.00113502e-01
  -1.34348927e+00 -1.31669647e+00 -9.02738148e-02  6.50644541e-01
   6.70860966e-01  6.65484481e-01  7.00151660e-01  1.45782896e-01
   1.24523315e-01 -6.78052114e-01 -1.24523315e-01  6.84719039e-01
   6.96835977e-01  2.03424563e-01  6.59214779e-01  2.18807653e-01
  -2.25055891e-01  6.79128984e-01  6.90608461e-01 -8.44413182e-02
  -1.70013133e+00 -1.76393980e+00 -1.73834897e+00 -1.81275608e+00
  -1.60847941e-01 -1.56562487e+00 -7.88573794e-01  1.56562487e+00
  -1.62560465e+00 -1.60375746e+00  2.50017363e-01 -1.46128660e+00
  -9.87643996e-01 -9.80141998e-01 -1.77305624e+00 -1.59311682e+00
   1.31882567e+00 -9.00980845e-01 -9.17048929e-01 -9.47316799e-01
  -9.54381778e-01 -6.94515442e-02 -7.84009166e-01  3.76783903e-01
   7.84009166e-01 -8.81972974e-01 -8.37832548e-01  8.18441378e-01
  -8.08008758e-01 -6.26549929e-01 -9.92826725e-02 -9.39925906e-01
  -8.33840099e-01  8.26413065e-01  6.59700921e+00]]";0.0;20000.0
76;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  1.07216687
   0.80990007  1.0271962   0.81510488 -0.03684505 -0.99180489 -0.44833252
   0.99180489  1.03693133  1.12566709  0.71083618 -1.60431352 -0.77801968
  -0.11412268  0.88583854  1.13763764  1.39762532 -1.35220282 -1.27897415
  -1.38984813 -1.31854633  0.04193129 -0.61973453 -0.19991898  0.61973453
  -1.32213907 -1.33679067 -0.16947454  0.2839722  -0.22279088  0.18077968
  -1.33219174 -1.33088369 -0.26246033  0.69580417  0.68810691  0.71965333
   0.72886141  0.20945964  0.52401412 -0.55299099 -0.52401412  0.69010806
   0.71824829  0.4380873   0.38186772  0.62783303  0.21726599  0.71250313
   0.70698546 -0.42318715 -1.81337868 -1.7627979  -1.79873667 -1.7367414
   0.02791273 -0.96357513 -0.80716134  0.96357513 -1.63608487 -1.66138746
  -0.39256039  0.95924044 -1.57717731 -0.35393251 -1.76748311 -1.64406238
   1.62269659 -0.95314849 -0.93514955 -0.96116789 -0.90707044 -0.12538492
  -0.32448234  0.38330604  0.32448234 -0.87526449 -0.86628394  0.19178304
   0.773663   -0.97860957  0.44145166 -0.93481191 -0.8594327   1.23175421
   6.59700921]]";0.0;20000.0
77;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  0.81902363
   0.83009091  0.73516089  0.7253892  -0.6382221  -1.31569402 -0.53812932
   1.31569402  1.00399538  0.97752034 -0.12374094 -0.5598584  -2.14159718
  -0.68671904  0.76523665  1.01729506  1.02951184 -1.31855947 -1.28416775
  -1.38313096 -1.35694674 -0.44189832 -1.50528002 -0.58800212  1.50528002
  -1.32291945 -1.34791689 -0.26818078 -0.29877184 -0.19468766  0.02378121
  -1.34456222 -1.34312191 -0.3875428   0.72857344  0.69461482  0.68082144
   0.68416555 -0.29073823 -0.09792043 -0.41542253  0.09792043  0.68750364
   0.70079153  0.22063338 -0.60253385 -0.52794058 -0.12403511  0.68684743
   0.70023431 -0.44781794 -1.73771174 -1.68717916 -1.7221782  -1.68286077
  -0.38449762 -0.53683105 -0.76509017  0.53683105 -1.64586642 -1.70776022
  -0.89488315  0.68166754 -1.25926826 -0.32533903 -1.69874789 -1.69344311
   0.51089641 -0.90533796 -0.87802681 -0.91180118 -0.90235111 -0.45233986
  -0.60375661  0.3288997   0.60375661 -0.87320847 -0.89939872 -0.43785558
   0.10010607 -1.14728029  0.19505823 -0.8977158  -0.89107019  0.12309207
   6.59700921]]";0.0;20000.0
78;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  0.71858229
   0.78970923  0.7934121   0.8172456  -0.31648721 -0.98407651 -0.49158738
   0.98407651  0.99165678  0.88909562 -0.67864005  0.583518   -1.27706638
  -0.25071692  0.80182009  0.9114899   0.32994098 -1.35314786 -1.29622432
  -1.40999966 -1.36886411 -0.25920517 -1.62136785 -0.78569462  1.62136785
  -1.33211275 -1.35175221 -0.21739911 -0.08418646 -0.04619221 -0.22201532
  -1.36147696 -1.34888033 -0.34728564  0.67363193  0.69900765  0.74706408
   0.72625143 -0.00674715  0.48769678 -0.17394756 -0.48769678  0.69557899
   0.70003965  0.09137456  0.56155422 -0.0322228   0.33234004  0.72440693
   0.69492049 -0.65993253 -1.71493573 -1.65507926 -1.62490094 -1.58192946
  -0.19164484  0.26256278 -0.49275807 -0.26256278 -1.64333846 -1.70847013
  -0.93915981  1.25620488  0.01869723  0.15337551 -1.62186407 -1.70846541
   0.05597582 -0.91416996 -0.89518714 -0.9416343  -0.93892595 -0.23024705
  -1.01450004  0.23050827  1.01450004 -0.87585192 -0.92288053 -0.81256104
  -0.55217057 -0.80018949 -0.05317719 -0.92556739 -0.91603475 -0.61478622
   6.59700921]]";0.0;20000.0
79;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-5.17616658e-01 -4.81854024e-01 -4.69592497e-01 -6.42121185e-01
  -4.84563170e-01  8.15332360e-01  9.14348839e-01  9.64269315e-01
   1.07841358e+00  1.83404963e-02 -4.12148668e-02 -2.53168805e-01
   4.12148668e-02  1.01674989e+00  9.08217658e-01 -7.20031261e-01
   1.63986761e+00  2.87016674e-01  5.40638141e-01  9.87726348e-01
   8.97894602e-01  6.11008371e-02 -1.36959152e+00 -1.29789370e+00
  -1.42804007e+00 -1.36962077e+00 -2.24854948e-01 -1.60271481e+00
  -1.19393004e+00  1.60271481e+00 -1.33835582e+00 -1.36162531e+00
  -2.52283525e-01  6.40985815e-03 -1.69304305e-01 -1.35948728e-01
  -1.36823023e+00 -1.35691680e+00 -3.16538052e-01  7.23682502e-01
   7.69130325e-01  8.19669917e-01  8.68984540e-01  2.46117577e-01
   1.64804026e+00  2.01581766e-01 -1.64804026e+00  7.18773099e-01
   7.43746927e-01  3.91865135e-01  1.89939093e+00  1.28420545e+00
   9.73876071e-01  8.19583027e-01  7.26291598e-01 -6.64753288e-02
  -1.58688399e+00 -1.56981786e+00 -1.58182101e+00 -1.59925727e+00
  -2.57362382e-01  1.25323485e-01 -3.47246893e-01 -1.25323485e-01
  -1.63591973e+00 -1.68958128e+00 -7.80933775e-01 -1.96078486e-01
   5.70079847e-01  3.43987388e-01 -1.58487877e+00 -1.69510944e+00
   4.55791249e-01 -9.38428500e-01 -9.14228053e-01 -9.00554570e-01
  -8.90434784e-01 -2.55028643e-01 -4.69933754e-01 -1.25942646e-02
   4.69933754e-01 -8.72491803e-01 -9.20643048e-01 -8.32684115e-01
   7.91353850e-01  1.41871186e-01  2.63829734e-01 -9.02121701e-01
  -9.21742057e-01 -8.83004978e-01  6.59700921e+00]]";0.0;20000.0
80;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-5.17616658e-01 -4.81854024e-01 -4.69592497e-01 -6.42121185e-01
  -4.84563170e-01  1.07838374e+00  1.06228557e+00  9.77322261e-01
   1.04532971e+00  3.84664323e-01 -1.60653376e-01 -3.20372914e-01
   1.60653376e-01  1.04921052e+00  9.02799091e-01 -9.93641806e-01
  -2.01190296e-01 -6.98585358e-02  6.97874548e-01  1.03054782e+00
   8.99059165e-01  8.41294921e-02 -1.36978053e+00 -1.29622432e+00
  -1.41038350e+00 -1.36659414e+00  6.03382035e-02 -1.53290158e+00
  -1.51732605e+00  1.53290158e+00 -1.35213625e+00 -1.36454926e+00
  -1.49130480e-01  3.71295212e-02 -2.75874448e-02 -3.55549493e-01
  -1.36084581e+00 -1.36039716e+00 -3.14319154e-01  8.69106299e-01
   8.49177550e-01  8.62417625e-01  8.59849621e-01  6.13209918e-01
   1.15549956e+00  5.40291883e-01 -1.15549956e+00  7.38658442e-01
   7.75750982e-01  5.68472086e-01 -1.24200335e-01  9.36353945e-01
   8.32682082e-01  8.57523013e-01  7.62029180e-01  7.55468687e-01
  -1.60016999e+00 -1.60356716e+00 -1.63791336e+00 -1.65351733e+00
  -2.73149947e-03 -3.04425830e-01 -5.66866915e-01  3.04425830e-01
  -1.63810470e+00 -1.65766040e+00 -3.14144697e-01 -6.50146059e-01
   9.42133661e-01 -2.97943660e-02 -1.63296810e+00 -1.66704413e+00
   1.48656916e-01 -8.89440373e-01 -8.82140587e-01 -8.87058635e-01
  -9.25357866e-01 -1.43313604e-01 -8.62127481e-01 -3.85879910e-01
   8.62127481e-01 -8.78930070e-01 -9.14849139e-01 -6.12677030e-01
  -5.25525686e-01  2.73015608e-01 -2.52849586e-01 -8.98541906e-01
  -9.13483340e-01 -9.35271357e-01  6.59700921e+00]]";0.0;20000.0
81;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  1.04516234
   0.95997237  0.94303393  0.90520978  0.31297569 -0.7412548  -0.64433556
   0.7412548   1.03116804  0.92097877 -0.73084966 -0.87115674  0.27484148
  -0.37002036  0.93808204  0.90957949  0.16710165 -1.3665674  -1.31384547
  -1.43302998 -1.37226908  0.35289462 -1.27730882 -1.67638427  1.27730882
  -1.36382297 -1.37533372 -0.14090162 -0.03352797 -0.18789993 -0.29472118
  -1.37618268 -1.3692183  -0.36592439  0.86111777  0.87878852  0.8521386
   0.84565787  0.45933429  0.94674556  0.61670064 -0.94674556  0.76111545
   0.79915742  0.58206441 -0.19143946  0.68179444  0.9438318   0.85926238
   0.79142938  0.902529   -1.65432626 -1.65000418 -1.69905906 -1.6427665
   1.28227454 -0.21495116 -0.76902343  0.21495116 -1.65754075 -1.63882226
   0.20698335  0.14842116  0.57022721 -0.6964982  -1.6652669  -1.64656609
  -0.52854911 -0.92465059 -0.92539402 -0.97300643 -0.94140361 -0.22978443
  -1.0423246  -0.75372731  1.0423246  -0.89654131 -0.92170291 -0.41932195
  -0.22810279 -0.19206003 -0.83890313 -0.94692814 -0.91590129 -0.8216381
   6.59700921]]";0.0;20000.0
82;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-5.17616658e-01 -4.81854024e-01 -4.69592497e-01 -6.42121185e-01
  -4.84563170e-01  9.05477000e-01  9.61137227e-01  9.64269315e-01
   1.05564409e+00  5.32817906e-03 -5.67633203e-02 -7.46513599e-01
   5.67633203e-02  9.90052559e-01  9.87611437e-01  4.97516422e-02
   9.45695499e-01  9.82690704e-01 -8.49112490e-01  9.95783802e-01
   9.56005006e-01 -3.67991142e-01 -1.37204862e+00 -1.30197438e+00
  -1.42074714e+00 -1.37567404e+00  9.03224494e-02 -1.21972544e+00
  -1.69343465e+00  1.21972544e+00 -1.37128420e+00 -1.37909309e+00
  -1.05787719e-01 -1.51014634e-02 -4.46688159e-02 -1.71571720e-01
  -1.36924007e+00 -1.37416674e+00 -4.05230590e-01  8.44977687e-01
   8.84157537e-01  9.63739482e-01  1.00356147e+00  3.37705459e-01
   1.58983423e+00  8.53147440e-01 -1.58983423e+00  7.84440595e-01
   8.63165532e-01  1.17037594e+00  2.08314510e+00  1.87428797e+00
   9.70254529e-01  9.50851028e-01  8.44317085e-01  5.40891023e-01
  -1.64369746e+00 -1.63097261e+00 -1.66494885e+00 -1.65225253e+00
  -4.72068589e-02 -5.63374600e-02 -7.28331443e-01  5.63374600e-02
  -1.67770089e+00 -1.63268655e+00  5.64290241e-01 -1.00462829e-01
   2.11479775e-01 -7.24817293e-01 -1.65070078e+00 -1.63694032e+00
  -8.26639115e-01 -9.40430418e-01 -9.08938911e-01 -9.41042374e-01
  -9.24531982e-01 -2.75293348e-01 -7.03389134e-01 -9.41456591e-01
   7.03389134e-01 -9.15268682e-01 -9.26130775e-01 -1.62089328e-01
   2.92439559e-01 -1.02768083e-01 -8.95833982e-01 -9.25174005e-01
  -9.21380934e-01 -9.07231982e-01  6.59700921e+00]]";0.0;20000.0
83;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-5.17616658e-01 -4.81854024e-01 -4.69592497e-01 -6.42121185e-01
  -4.84563170e-01  1.00552978e+00  1.01782689e+00  9.62515934e-01
   9.65539191e-01 -2.38924158e-01  7.59160427e-02 -6.74854784e-01
  -7.59160427e-02  9.60542894e-01  1.01753135e+00  4.78487089e-01
  -5.57709846e-01  4.46132535e-01 -6.09487159e-01  9.84087498e-01
   9.92708380e-01 -1.09378190e+00 -1.38433412e+00 -1.31143416e+00
  -1.16165609e+00 -1.20977669e+00 -4.01716707e-03  4.60621459e-01
  -1.53546530e+00 -4.60621459e-01 -1.35719923e+00 -1.34715742e+00
   6.48469175e-02  1.35451782e+00  6.81763140e-01  4.57297167e-01
  -1.23190247e+00 -1.34818425e+00  8.34976265e-02  1.01306282e+00
   9.89910985e-01  9.97023957e-01  1.03732805e+00  2.07987796e-01
   1.60262987e+00  1.19661143e+00 -1.60262987e+00  8.15300551e-01
   9.25506425e-01  1.62100848e+00  4.40162872e-01  1.82038786e+00
   1.28817530e+00  1.00852198e+00  9.01233703e-01  8.12988830e-01
  -1.64331786e+00 -1.60064899e+00 -1.53305605e+00 -1.48340127e+00
  -2.27617053e-01  1.55752716e+00 -2.53861751e-01 -1.55752716e+00
  -1.66816071e+00 -1.61293566e+00  7.02673751e-01  2.08156622e+00
   5.90056385e-01  4.23900492e-01 -1.54016710e+00 -1.62057312e+00
  -2.85377790e-01 -9.35013462e-01 -8.95892358e-01 -8.50951091e-01
  -8.09970117e-01 -2.96642496e-01  1.56089388e+00 -6.57594868e-01
  -1.56089388e+00 -9.14140811e-01 -9.00387920e-01  2.79192742e-01
   1.82797655e+00  1.00222918e+00  1.45610894e-01 -8.52673328e-01
  -9.06833973e-01 -5.43703944e-01  6.59700921e+00]]";0.0;20000.0
84;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  0.96570294
   0.98152221  0.97264658  0.99667695 -0.0927284   0.71047279 -0.55406733
  -0.71047279  0.96186984  1.00104006  0.34964267  0.19978503 -0.23093478
   0.0385896   0.98571198  0.99230275 -1.09162566 -1.20988009 -1.13930339
  -1.17240357 -1.18896858 -0.01253079  0.70610511 -1.25284005 -0.70610511
  -1.34397077 -1.31089278  0.28418901  0.18008907  0.76945742  0.43184001
  -1.16992384 -1.30841954  0.54572586  1.03751749  1.00325219  0.99310814
   0.97729858  0.30831538  1.14272029  1.34882932 -1.14272029  0.84807697
   0.94721296  1.45991268 -0.79158728  0.62554136  1.37566244  0.99167184
   0.93570816  0.66998535 -1.48426545 -1.43405938 -1.41190164 -1.41965518
   0.03959475  1.18689244  0.16254558 -1.18689244 -1.64065806 -1.57693276
   0.81712784  0.7898177   1.04226709  1.11983542 -1.42296255 -1.58813476
   0.7873546  -0.80936363 -0.77577005 -0.79306063 -0.80206523 -0.03373771
   0.94386672 -0.38996357 -0.94386672 -0.90422494 -0.88274712  0.41665849
   0.14941345  0.70420458  0.60751681 -0.79059733 -0.88457783  0.39991941
   6.59700921]]";0.0;20000.0
85;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  0.99503881
   1.06752742  0.98141348  1.05700637 -0.26656066  1.1483522  -0.22015611
  -1.1483522   0.96032504  1.00339596  0.37779698  0.3817208   0.04312593
  -0.02191683  1.0375656   0.99371592 -1.06368077 -1.18946726 -1.17806991
  -1.24590866 -1.21961325 -0.33333504  0.34457464 -1.10592481 -0.34457464
  -1.33064715 -1.2813874   0.43780654 -0.23423983  0.63243734  0.4352159
  -1.21751232 -1.27967808  0.53621629  0.97719596  1.01822037  1.03455057
   1.06244908  0.20616171  1.51443055  1.4968941  -1.51443055  0.88445699
   0.98781463  1.51765725  1.11460477  1.17559484  1.52116185  1.03885223
   0.97203375  0.3928165  -1.42112531 -1.36427698 -1.4113963  -1.36615399
  -0.31659598  1.55928128  0.54420927 -1.55928128 -1.5958027  -1.51932811
   0.98762455  0.66293204  1.64454955  1.79548224 -1.38171297 -1.53779822
   1.42726442 -0.80182699 -0.75637652 -0.76583199 -0.73717437 -0.22481962
   1.48895049 -0.10908032 -1.48895049 -0.88259565 -0.84518092  0.69895579
   1.03881219  1.43045761  1.22244659 -0.75342254 -0.85561736  1.06093538
   6.59700921]]";0.0;20000.0
86;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  1.05759608
   1.13004137  1.04960051  1.09398246 -0.27374657  1.27953601  0.18475642
  -1.27953601  0.98870581  1.04148298  0.4494012   0.23555411  0.56345563
   0.61009638  1.0935779   1.02502829 -0.827443   -1.21989749 -1.16527139
  -1.18180761 -1.16059389 -0.07788133  1.04085555 -0.71801382 -1.04085555
  -1.31475398 -1.23889511  0.68939178  0.48752508  0.89552795  0.50908942
  -1.17238531 -1.2388123   0.22246406  1.06278732  1.07370026  1.06294027
   1.04825733  0.10124835  1.22871754  1.69522315 -1.22871754  0.91652907
   1.0284163   1.63674066 -0.18882805  1.17675436  1.33882165  1.06211629
   1.01267137 -0.2654052  -1.3702589  -1.34511854 -1.37071672 -1.39612984
  -0.26265137  1.01221017  0.77855189 -1.01221017 -1.56159271 -1.4698875
   1.19051679 -0.34586918  1.41782853  1.38036812 -1.3717489  -1.47899471
   1.25393026 -0.73705904 -0.73463227 -0.75470377 -0.7710356  -0.4365012
   0.94518163  0.13083527 -0.94518163 -0.86904945 -0.81117115  1.06069876
  -0.50241289  1.30310753  0.79755588 -0.75373724 -0.8170636   0.79554516
   6.59700921]]";0.0;20000.0
87;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  1.08790333
   1.13101208  1.06031562  1.06187164 -0.36327095  1.00070636  0.49442588
  -1.00070636  1.0229489   1.04273946  0.21271922 -0.19501476  0.02714082
   0.73542387  1.08675505  1.04334726 -0.7423146  -1.16073811 -1.17176339
  -1.21769652 -1.23739472 -0.20198812  0.1347977  -0.45045701 -0.1347977
  -1.30272465 -1.21113652  0.83762338 -0.60579142  0.5972762   0.39766572
  -1.21202134 -1.20728655 -0.16856923  1.04778845  1.04734324  1.01578726
   1.05184605 -0.31503793  1.24923807  1.80907167 -1.24923807  0.95344963
   1.0380927   1.24625962  0.0439939   0.27133168  1.54539055  1.03879787
   1.03028971 -0.59024187 -1.39695744 -1.43799257 -1.43994781 -1.45696688
  -0.45861115  0.46132155  0.80862058 -0.46132155 -1.53890462 -1.43074067
   1.40915967 -0.72087565  1.13325768  0.93426345 -1.44609947 -1.43800481
  -0.10160069 -0.77203373 -0.79563372 -0.81957896 -0.83049923 -0.50631992
   0.22391197  0.32265334 -0.22391197 -0.86189451 -0.79239983  1.2652677
  -0.90503297  0.74717389  0.4628781  -0.81553788 -0.79518428 -0.23268824
   6.59700921]]";0.0;20000.0
88;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  1.02301473
   1.0760697   0.94751479  1.00134762 -0.79914082  0.18411513  0.52958227
  -0.18411513  1.04168457  1.04996422  0.13053377 -0.37267493  0.11413659
   0.4069619   1.01053414  1.04867285 -0.81269431 -1.23596314 -1.18066671
  -1.283141   -1.23493558 -0.82029893  0.1638094  -0.18132203 -0.1638094
  -1.28924876 -1.21618699  0.66278393  0.03239004 -0.07029383  0.43997372
  -1.23575247 -1.20805856 -0.16083478  1.02757259  1.04490278  0.988866
   1.00943392 -0.50368271  0.81757902  1.68491979 -0.81757902  0.98188535
   1.03250262  0.75969384 -0.55926645 -0.17243432  1.18728265  1.01488155
   1.03156372 -0.64109722 -1.47123251 -1.42670051 -1.49313447 -1.4568404
  -0.93190835  0.44700277  0.85728499 -0.44700277 -1.52634105 -1.4254163
   1.31185385  0.01773438  0.18661962  0.54034513 -1.46007451 -1.42195903
  -0.56109006 -0.83279785 -0.81279405 -0.86586765 -0.83403873 -0.85151577
   0.18097925  0.42347348 -0.18097925 -0.85144995 -0.79720453  0.99435623
  -0.0298905  -0.11535178  0.63677995 -0.83784275 -0.79222464 -0.36599825
   6.59700921]]";0.0;20000.0
89;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  0.99950718
   0.88775129  0.89296516  0.80362283 -0.25552588 -1.37709392  0.339791
   1.37709392  1.01371971  1.01101336  0.04929613 -1.23444446 -0.56017885
  -0.58039347  0.86329067  1.02402074 -0.36014242 -1.23615215 -1.17120693
  -1.21577733 -1.20296676  0.16878622  0.54096156  0.13463692 -0.54096156
  -1.27248003 -1.21899702  0.47792166  0.27020026 -0.0247948   0.53570866
  -1.19971398 -1.21403212 -0.25060507  1.01094341  0.9685976   0.96683951
   0.95853937  0.14933986  0.06316476  1.52161848 -0.06316476  0.99087798
   1.02874321  0.57726086 -0.67265838 -0.11962758  0.36549983  0.96509211
   1.02623902 -0.42854797 -1.45794651 -1.39523499 -1.39497287 -1.36020942
  -0.20056125  1.24772287  1.09209772 -1.24772287 -1.50233181 -1.41349985
   1.14932488  1.18552207  0.36812123  0.9797886  -1.38454176 -1.4142618
  -0.46253481 -0.83350441 -0.78775877 -0.76962033 -0.73186512 -0.29109231
   1.42030371  0.77700005 -1.42030371 -0.83565975 -0.78319081  0.9611748
   1.62257725  0.56857315  0.91354961 -0.76341449 -0.78679995 -0.20182033
   6.59700921]]";0.0;20000.0
90;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  0.80406428
   0.76602383  0.82068691  0.82133243  0.44065196 -0.51838299  0.37456386
   0.51838299  0.99092398  0.96346348 -0.13178639  0.11646111 -0.68489299
  -0.47127699  0.80435429  0.97705874  0.38910823 -1.20364284 -1.15748099
  -1.0912217  -1.09987206  1.02557233  1.11334101  0.49885921 -1.11334101
  -1.24564245 -1.19495983  0.45155151  0.84063599  0.51793253  0.82731763
  -1.11968453 -1.19441554 -0.04519848  0.95926253  0.9817761   1.0528244
   1.07223649  0.96595451  1.18958282  1.55792204 -1.18958282  1.01220476
   1.03070464  0.30010925  1.48974699  0.04694284  0.8811642   1.03602575
   1.02567279 -0.44361622 -1.36241383 -1.34816359 -1.32220442 -1.30139606
   0.61451823  1.37100928  1.33202556 -1.37100928 -1.46696582 -1.40051852
   0.84938779  0.72419693  0.3962222   1.41692367 -1.32492619 -1.40288511
  -0.21171776 -0.73199536 -0.7382759  -0.72818544 -0.70708861  0.36228053
   1.43546914  1.16078638 -1.43546914 -0.81392472 -0.77718493  0.68084745
   0.4109927   0.27710427  1.225379   -0.72482352 -0.78109264 -0.02300783
   6.59700921]]";0.0;20000.0
91;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[[-0.51761666 -0.48185402 -0.4695925  -0.64212119 -0.48456317  0.82174351
   0.91201913  0.96251593  1.02703627  0.39808015  0.81197142  0.51010545
  -0.81197142  1.003322    0.94995633 -0.3192051   1.29371936 -0.18738742
   0.27237992  0.9692072   0.95201409  0.0589446  -1.10025567 -1.04210886
  -1.09256514 -1.0569317   0.40705499  1.52161149  0.91650968 -1.52161149
  -1.2139132  -1.17415038  0.3487286   0.35621299  0.45163031  0.96876261
  -1.06654195 -1.17319166  0.27375231  1.0741995   1.10249773  1.0528244
   1.10045686  0.50697084  1.50798722  1.54568612 -1.50798722  1.03779035
   1.04116562  0.08391744  0.36570476  0.29316616  1.05917461  1.08576083
   1.03040949 -0.31756452 -1.30003289 -1.24932634 -1.26105872 -1.21804551
   0.44480007  1.5480936   1.57474769 -1.5480936  -1.42430813 -1.36481986
   0.75563574  1.01483527  1.0203499   1.69250262 -1.24377809 -1.37724739
   0.49327395 -0.70703026 -0.67057487 -0.6539578  -0.61966292 -0.14083287
   1.61919853  1.5205328  -1.61919853 -0.78188612 -0.7469671   0.6458839
   1.37952624  1.15080555  1.76066584 -0.64834966 -0.76006118  0.72065051
   6.59700921]]";0.0;20000.0
