Date;Open;Low;High;Close;Volume
20140102;0.82973;0.8270000000000001;0.83194;0.8307899999999999;99854.34003727137
20140103;0.8307899999999999;0.8274799999999999;0.83163;0.8274799999999999;90981.19018759578
20140106;0.8286399999999999;0.8279299999999999;0.83315;0.83057;74749.17011511326
20140107;0.8305600000000001;0.82919;0.83204;0.83005;64450.360029801726
20140108;0.83005;0.8242;0.83163;0.8253;73173.1600549072
20140109;0.82529;0.82304;0.8276899999999999;0.8256100000000001;68769.37999682872
20140110;0.8256;0.8254;0.83065;0.8291200000000001;70762.29005098343
20140113;0.8295;0.82845;0.83483;0.83436;64587.85007068515
20140114;0.83435;0.8307399999999999;0.83442;0.83195;66400.10002139209
20140115;0.83195;0.8286;0.8329799999999999;0.83106;71998.5400396809
20140116;0.83106;0.8307399999999999;0.8340799999999999;0.8328;67350.04999803753
20140117;0.8328;0.8233600000000001;0.83395;0.8241200000000001;64769.2499692291
20140120;0.8241;0.82326;0.82629;0.82481;45509.09999734163
20140121;0.82481;0.82145;0.82547;0.82288;61294.39000225812
20140122;0.82288;0.81681;0.8235899999999999;0.81734;60510.91002763808
20140123;0.8173199999999999;0.81717;0.82476;0.8231799999999999;75961.37003992496
20140124;0.8231700000000001;0.82095;0.83006;0.8294299999999999;93704.61970628053
20140127;0.8286899999999999;0.8237;0.8305600000000001;0.82437;75877.98968375474
20140128;0.82437;0.82224;0.82532;0.8244100000000001;68716.11989566684
20140129;0.82442;0.8220000000000001;0.82585;0.8246700000000001;83330.78988488019
20140130;0.82445;0.8214600000000001;0.8268399999999999;0.82221;78360.4898692593
20140131;0.82221;0.8188;0.8242200000000001;0.8200700000000001;87927.28992108256
20140203;0.82086;0.8202200000000001;0.83015;0.82944;83212.01993879676
20140204;0.8294600000000001;0.8265600000000001;0.8325899999999999;0.8279799999999999;74539.95995734633
20140205;0.82799;0.8265899999999999;0.8333299999999999;0.8297;71096.06998946518
20140206;0.8296899999999999;0.8279799999999999;0.8349700000000001;0.8326;70325.41996500641
20140207;0.83254;0.8288;0.8332700000000001;0.83052;69285.60000551492
20140210;0.8302700000000001;0.8295100000000001;0.8325899999999999;0.83168;50564.96998485923
20140211;0.8318200000000001;0.8285799999999999;0.8337;0.8289;70212.88003253192
20140212;0.82889;0.81896;0.82993;0.81902;77410.57993215322
20140213;0.81903;0.81798;0.8226700000000001;0.82109;76755.6099691987
20140214;0.82111;0.81742;0.82268;0.8175;61727.319996193044
20140217;0.81743;0.8157399999999999;0.82086;0.82;54199.939979620285
20140218;0.82001;0.81904;0.8249700000000001;0.8246700000000001;78213.38995468616
20140219;0.8246399999999999;0.8221200000000001;0.82609;0.82335;74885.4299826771
20140220;0.82334;0.8214799999999999;0.82532;0.8237899999999999;72089.13005846739
20140221;0.8238;0.82158;0.82675;0.8267200000000001;69414.61999952048
20140224;0.82578;0.82401;0.82863;0.82452;63458.06002305447
20140225;0.8245899999999999;0.82247;0.8256399999999999;0.82391;68595.77001333982
20140226;0.82391;0.82085;0.82515;0.82091;66091.56002245843
20140227;0.82089;0.8197700000000001;0.82231;0.82147;65237.670007765286
20140228;0.82144;0.81905;0.82675;0.82394;80054.40005084872
20140303;0.82325;0.82232;0.8249799999999999;0.8240700000000001;69808.6300374791
20140304;0.82406;0.82276;0.82609;0.8246700000000001;62983.610057659454
20140305;0.82465;0.8203799999999999;0.82476;0.8212200000000001;64616.28003054112
20140306;0.8212200000000001;0.8206100000000001;0.8287100000000001;0.82794;79152.90004786104
20140307;0.82795;0.82739;0.83009;0.82999;63224.740245878704
20140309;0.82916;0.82894;0.8295299999999999;0.82921;713.3499989509584
20140310;0.8292700000000001;0.82916;0.83499;0.83363;53429.59035049379
20140311;0.83363;0.8320700000000001;0.8346600000000001;0.83395;53102.53035867214
20140312;0.83393;0.83247;0.8374;0.83647;63578.220398373895
20140313;0.83645;0.8330299999999999;0.8378;0.83444;80002.05042392014
20140314;0.83444;0.83354;0.8380200000000001;0.8353700000000001;71976.87044769527
20140316;0.83542;0.8351200000000001;0.8365299999999999;0.8360299999999999;1456.03000407666
20140317;0.8359700000000001;0.83414;0.8376399999999999;0.83673;51725.18031235039
20140318;0.83673;0.83615;0.83998;0.8396600000000001;62485.27036377788
20140319;0.8396299999999999;0.83549;0.83983;0.8357;70174.52035294473
20140320;0.83568;0.83286;0.83686;0.8347100000000001;65517.850360631935
20140321;0.8347100000000001;0.8343299999999999;0.8371;0.8364299999999999;52607.61032474041
20140323;0.83824;0.83711;0.83825;0.83767;1170.419999666512
20140324;0.8376600000000001;0.83441;0.8390799999999999;0.83872;57400.770391702645
20140325;0.8387100000000001;0.8335;0.8393200000000001;0.8363799999999999;73411.76046675444
20140326;0.83636;0.8309799999999999;0.8364299999999999;0.8315;63304.730429537594
20140327;0.83149;0.82626;0.83219;0.82747;70462.05042689294
20140328;0.8274600000000001;0.8245600000000001;0.8281799999999999;0.8264;57347.28035610914
