Episode;Duration;Value;Epsilon
1;0:00:15.759024;6797.3216286805955;1.0
2;0:00:17.258020;6343.053845717967;0.9995
3;0:00:17.709124;7375.310642195503;0.9990000000000001
4;0:00:16.758952;5100.408839400072;0.9985000000000002
5;0:00:16.783097;5407.692296041658;0.9980000000000002
6;0:00:16.591800;5583.668508280337;0.9975000000000003
7;0:00:16.995236;6005.5458624201865;0.9970000000000003
8;0:00:17.428327;7338.66782129839;0.9965000000000004
9;0:00:20.222742;6453.213584948479;0.9960000000000004
10;0:00:22.466149;7629.63279679495;0.9955000000000005
11;0:00:21.246392;6898.756209238203;0.9950000000000006
12;0:00:18.960956;4806.246172227042;0.9945000000000006
13;0:00:24.970540;9301.540362128424;0.9940000000000007
14;0:00:22.634038;5607.967154244372;0.9935000000000007
15;0:00:27.994249;5562.5481625314715;0.9930000000000008
16;0:00:29.395033;8509.006148830256;0.9925000000000008
17;0:00:27.683844;7454.547541577221;0.9920000000000009
18;0:00:25.884491;5675.736235371984;0.9915000000000009
19;0:00:27.072562;5760.66978754942;0.991000000000001
20;0:00:29.029670;6400.338245096059;0.990500000000001
21;0:00:31.493185;9048.35637136699;0.9900000000000011
22;0:00:29.608509;7721.844409836511;0.9895000000000012
23;0:00:27.009131;6829.642755524114;0.9890000000000012
24;0:00:27.606665;6987.32134794102;0.9885000000000013
25;0:00:26.415582;5080.5362151703985;0.9880000000000013
26;0:00:30.201676;7708.84967863816;0.9875000000000014
27;0:00:28.831348;5946.704305924195;0.9870000000000014
28;0:00:30.750741;5907.512827282457;0.9865000000000015
29;0:00:28.720953;5584.642637327606;0.9860000000000015
30;0:00:29.746722;6459.432291036581;0.9855000000000016
31;0:00:28.958429;7826.384028867352;0.9850000000000017
32;0:00:28.313023;4926.030846100214;0.9845000000000017
33;0:00:29.078846;7178.732533632938;0.9840000000000018
34;0:00:30.375140;7370.201260272764;0.9835000000000018
35;0:00:29.462189;6215.065250472821;0.9830000000000019
36;0:00:29.472877;5875.591062128725;0.9825000000000019
37;0:00:30.961884;6997.637210470798;0.982000000000002
38;0:00:34.372464;7958.404276119458;0.981500000000002
39;0:00:32.825855;7578.921483255769;0.9810000000000021
40;0:00:32.954798;8330.034018592072;0.9805000000000021
41;0:00:31.650585;8054.514635069362;0.9800000000000022
42;0:00:31.476300;8038.602193024879;0.9795000000000023
43;0:00:28.941008;5414.282484777708;0.9790000000000023
44;0:00:28.769802;5878.411117994212;0.9785000000000024
45;0:00:29.549197;5044.461521285253;0.9780000000000024
46;0:00:31.369364;6523.56099932125;0.9775000000000025
47;0:00:32.290466;7010.96897143463;0.9770000000000025
48;0:00:31.288148;5778.561151586201;0.9765000000000026
49;0:00:30.940993;6438.121078421423;0.9760000000000026
50;0:00:29.344435;7025.94813788418;0.9755000000000027
51;0:00:30.420377;6114.219008948496;0.9750000000000028
52;0:00:28.556262;4586.825009175938;0.9745000000000028
53;0:00:30.336206;5427.873724237254;0.9740000000000029
54;0:00:32.833701;7286.949109347346;0.9735000000000029
55;0:00:40.638312;8961.666800696936;0.973000000000003
56;0:00:41.272308;8737.02426099334;0.972500000000003
57;0:00:36.320320;7136.509954797224;0.9720000000000031
58;0:00:34.440350;5789.033007504189;0.9715000000000031
59;0:00:40.150834;8131.730647890725;0.9710000000000032
60;0:00:36.655775;6777.817337643449;0.9705000000000032
61;0:00:37.929316;7324.659626892533;0.9700000000000033
62;0:00:34.668302;6231.039864068999;0.9695000000000034
63;0:00:34.082685;6922.407824839607;0.9690000000000034
64;0:00:32.496801;6121.042298154922;0.9685000000000035
65;0:00:34.739857;6559.269685756165;0.9680000000000035
66;0:00:34.718132;7120.351502798422;0.9675000000000036
67;0:00:33.770053;7166.283846280357;0.9670000000000036
68;0:00:32.651814;5513.048372020834;0.9665000000000037
69;0:00:33.873754;7246.371414744603;0.9660000000000037
70;0:00:33.074576;5720.352210127449;0.9655000000000038
71;0:00:30.304721;4729.585637673021;0.9650000000000039
72;0:00:32.669083;6203.7386338367605;0.9645000000000039
73;0:00:33.709512;6878.9761424816525;0.964000000000004
74;0:00:33.667055;6515.414269806265;0.963500000000004
75;0:00:32.920988;6421.077111598501;0.9630000000000041
76;0:00:33.270387;6213.348262345804;0.9625000000000041
77;0:00:33.794273;6399.662399401494;0.9620000000000042
78;0:00:34.457382;7375.713414499997;0.9615000000000042
79;0:00:34.060124;7275.186780216325;0.9610000000000043
80;0:00:34.149681;5958.777765050008;0.9605000000000044
81;0:00:35.739652;7573.267651790951;0.9600000000000044
82;0:00:34.304149;6763.987206394302;0.9595000000000045
83;0:00:35.000011;7466.8409445621255;0.9590000000000045
84;0:00:34.990706;7212.749244540344;0.9585000000000046
85;0:00:34.859974;6214.55574059967;0.9580000000000046
86;0:00:33.850511;7165.353770569036;0.9575000000000047
87;0:00:36.365984;7039.308104955989;0.9570000000000047
88;0:00:32.345786;4692.74250816487;0.9565000000000048
89;0:00:35.594532;5681.764532715149;0.9560000000000048
90;0:00:40.016798;6633.195174229574;0.9555000000000049
91;0:00:40.240951;6687.163429359757;0.955000000000005
92;0:00:36.465493;6383.951114239431;0.954500000000005
93;0:00:37.054983;5762.458358741486;0.9540000000000051
94;0:00:40.448563;6543.819403764049;0.9535000000000051
95;0:00:39.946039;6785.311114858224;0.9530000000000052
96;0:00:40.303852;5331.612786531458;0.9525000000000052
97;0:00:40.035489;5539.774277580606;0.9520000000000053
98;0:00:41.284923;5991.933799312054;0.9515000000000053
99;0:00:41.744833;6266.323505156154;0.9510000000000054
100;0:00:40.846763;6795.719091082419;0.9505000000000055
101;0:00:36.984040;5263.859729973954;0.9500000000000055
102;0:00:39.840643;6238.542503218719;0.9495000000000056
103;0:00:37.171141;4853.891678230694;0.9490000000000056
104;0:00:44.747550;7391.399942842584;0.9485000000000057
105;0:00:39.567986;5992.480992950207;0.9480000000000057
106;0:00:39.251407;6978.19449703435;0.9475000000000058
107;0:00:40.685078;6367.596355288705;0.9470000000000058
108;0:00:39.482077;5847.974766546623;0.9465000000000059
109;0:00:40.421012;7399.95330282552;0.946000000000006
110;0:00:39.053692;5770.757168700992;0.945500000000006
111;0:00:41.433287;8749.020748820803;0.9450000000000061
112;0:00:39.658724;6346.296637780152;0.9445000000000061
113;0:00:39.158206;5921.764964334171;0.9440000000000062
114;0:00:40.003681;7324.834676919786;0.9435000000000062
115;0:00:42.445831;7211.686740879602;0.9430000000000063
116;0:00:40.869691;5935.773962728002;0.9425000000000063
117;0:00:43.464591;7600.1242290039345;0.9420000000000064
118;0:00:37.943676;6027.140469643;0.9415000000000064
119;0:00:40.885146;6482.516563113129;0.9410000000000065
120;0:00:42.853445;6154.824229470198;0.9405000000000066
121;0:00:36.000705;4844.856640052992;0.9400000000000066
122;0:00:42.224886;6282.5055380802205;0.9395000000000067
123;0:00:43.090058;7170.793061847463;0.9390000000000067
124;0:00:36.422963;3996.7282915567203;0.9385000000000068
