Date;Hour;Open;Low;High;Close;Volume
20140102;0;0.68327;0.684055;0.68237;0.682752;1331.5600058436396
20140102;1;0.68271;0.682785;0.681975;0.682347;1400.8599997758865
20140102;2;0.682347;0.683107;0.682124;0.68306;1679.679998755455
20140102;3;0.683074;0.683564;0.68285;0.682953;2274.180001378059
20140102;4;0.682962;0.683219;0.682263;0.683097;2792.470002651216
20140102;5;0.683097;0.683443;0.682738;0.683242;1454.7799993753433
20140102;6;0.683242;0.684219;0.683242;0.684055;1482.1899991035461
20140102;7;0.684041;0.684467;0.683831;0.683878;1765.0799992084505
20140102;8;0.683901;0.684158;0.683588;0.684004;1741.0500016212466
20140102;9;0.684004;0.684444;0.683317;0.684079;4010.3200036287294
20140102;10;0.684121;0.685326;0.683499;0.685115;6839.700010657314
20140102;11;0.685115;0.685406;0.684229;0.684706;7147.630014300348
20140102;12;0.684706;0.68557;0.68457;0.684786;5027.570008277892
20140102;13;0.684739;0.68597;0.684697;0.685805;8089.580008745192
20140102;14;0.685805;0.68881;0.685683;0.688298;8963.380007505415
20140102;15;0.688293;0.689865;0.688236;0.68927;9385.5400083065
20140102;16;0.689284;0.691936;0.689132;0.691922;11164.270022392273
20140102;17;0.691927;0.692348;0.688174;0.688198;11832.95001399517
20140102;18;0.688193;0.688682;0.68754;0.687881;7047.410003423689
20140102;19;0.68789;0.68808;0.687262;0.687262;4391.880014538765
20140102;20;0.687262;0.687715;0.686455;0.686841;3609.360015034676
20140102;21;0.686841;0.687418;0.686229;0.687002;4755.520016551021
20140102;22;0.687002;0.687125;0.685612;0.685711;3688.960012398661
20140102;23;0.685721;0.686592;0.685533;0.685551;2257.530001275242
20140103;0;0.685523;0.686478;0.685523;0.686017;1138.249999165535
20140103;1;0.685989;0.686196;0.685824;0.685885;1267.0399991273882
20140103;2;0.685885;0.686191;0.685659;0.686139;1778.8200007677078
20140103;3;0.68613;0.686464;0.686069;0.686403;2680.5199930667873
20140103;4;0.686403;0.687266;0.686182;0.687092;4831.379983305931
20140103;5;0.687092;0.687266;0.686738;0.687181;2389.149996876716
20140103;6;0.687186;0.68781;0.686177;0.687725;3450.939993977546
20140103;7;0.687725;0.688492;0.687644;0.688283;3265.669989943504
20140103;8;0.688283;0.688317;0.687573;0.687621;2499.249999642372
20140103;9;0.687635;0.687635;0.686808;0.687129;4946.840002894402
20140103;10;0.68711;0.689746;0.687082;0.68909;7641.360002994538
20140103;11;0.689099;0.690055;0.68835;0.68881;5520.800007939337
20140103;12;0.6888;0.688952;0.688132;0.688724;3911.7500034570703
20140103;13;0.688724;0.689788;0.688473;0.689679;4513.250001668929
20140103;14;0.689698;0.690212;0.688757;0.690198;5799.030004978184
20140103;15;0.690198;0.692056;0.690117;0.690641;7867.220009803773
20140103;16;0.690646;0.692013;0.690541;0.691826;9240.880008935932
20140103;17;0.691836;0.692228;0.691396;0.69162;6129.630005598069
20140103;18;0.69162;0.692645;0.691267;0.692631;5383.530011534691
20140103;19;0.692631;0.693515;0.692593;0.692885;5597.790023803711
20140103;20;0.692857;0.693294;0.692396;0.69242;3191.000013828277
20140103;21;0.692401;0.693039;0.692348;0.692636;3362.5400103330608
20140103;22;0.692641;0.692823;0.691965;0.692042;4361.870012529193
20140103;23;0.692042;0.692363;0.691486;0.692363;1858.1800005212424
20140106;0;0.691888;0.692003;0.69141;0.691472;744.549999833107
20140106;1;0.691472;0.692085;0.691424;0.691826;1526.7900005578995
20140106;2;0.691826;0.692679;0.691769;0.692554;2824.820000171661
20140106;3;0.692554;0.693683;0.692506;0.693299;3680.360001564026
20140106;4;0.693299;0.693674;0.693001;0.69326;2548.6999979019165
20140106;5;0.69326;0.693515;0.692938;0.693265;1719.6599961519244
20140106;6;0.69326;0.69338;0.69303;0.693111;1182.4100004434586
20140106;7;0.693111;0.693438;0.69302;0.693198;1687.409998893738
20140106;8;0.693193;0.693476;0.692833;0.693058;3083.5399960279456
20140106;9;0.693058;0.694001;0.692506;0.693664;5047.630009055138
20140106;10;0.693664;0.693674;0.691419;0.692118;7216.340008020402
20140106;11;0.692123;0.6922;0.690765;0.691333;6627.030020713807
20140106;12;0.691333;0.691793;0.691185;0.691357;4058.65000796318
20140106;13;0.691357;0.691367;0.690574;0.690698;4289.260008692741
20140106;14;0.690698;0.69152;0.689669;0.690303;4563.920010805129
20140106;15;0.690303;0.690665;0.689256;0.689356;7316.950015425682
20140106;16;0.68936;0.689608;0.687853;0.688373;9265.710025310516
20140106;17;0.688335;0.688506;0.686757;0.686799;10851.830039381985
20140106;18;0.686799;0.688127;0.686667;0.688103;6794.110022187233
20140106;19;0.688103;0.688658;0.687644;0.688511;5300.390016555786
20140106;20;0.688577;0.6887;0.688141;0.688516;3429.550014138221
20140106;21;0.688516;0.68908;0.688331;0.688407;2948.7900108098997
20140106;22;0.688407;0.688658;0.688099;0.688411;1936.3500053957114
20140106;23;0.688426;0.68889;0.688288;0.688753;1872.4600085169072
20140107;0;0.688753;0.68899;0.68807;0.688146;2332.4300035014753
20140107;1;0.688127;0.68835;0.6879;0.688198;2851.959999561311
20140107;2;0.688198;0.688482;0.687881;0.688463;3269.649998068809
20140107;3;0.688454;0.688591;0.687763;0.687782;2756.909996867181
20140107;4;0.687763;0.687881;0.687484;0.687819;1645.840000152588
20140107;5;0.687815;0.687862;0.687531;0.687569;1880.5899971723559
20140107;6;0.687569;0.687659;0.687233;0.687328;1459.9100015163422
20140107;7;0.687328;0.687361;0.68695;0.687115;2243.2899990081787
20140107;8;0.687101;0.688013;0.687092;0.687555;3305.320004105569
20140107;9;0.687545;0.688018;0.687257;0.687994;4166.500010967256
20140107;10;0.687994;0.688137;0.686841;0.686893;5905.420014739038
20140107;11;0.686893;0.687446;0.6867;0.687318;6640.1200150251425
20140107;12;0.687318;0.687725;0.685345;0.685528;7659.630016565324
20140107;13;0.685523;0.685824;0.684777;0.685655;4616.060008049011
20140107;14;0.685645;0.686055;0.684899;0.685471;4996.980010509491
20140107;15;0.685471;0.685866;0.684364;0.685044;8807.750028058888
20140107;16;0.685039;0.685354;0.684397;0.68511;8426.670034199953
20140107;17;0.685115;0.685138;0.683139;0.684032;15704.730065256355
20140107;18;0.684032;0.684317;0.683555;0.683653;9837.030027270315
20140107;19;0.683653;0.683672;0.681961;0.682505;8926.540021657944
20140107;20;0.682505;0.683307;0.682077;0.683037;5044.880011320114
20140107;21;0.683032;0.683167;0.682068;0.682142;4533.910016179085
20140107;22;0.682156;0.682286;0.681324;0.681951;4577.040010303259
20140107;23;0.681951;0.682449;0.681789;0.68231;4312.95002402365
20140108;0;0.6823;0.682687;0.682063;0.682198;2371.8499989137053
20140108;1;0.682198;0.6823;0.681496;0.681542;1731.0400011539462
20140108;2;0.681542;0.681826;0.681296;0.681454;3543.040004253388
20140108;3;0.681468;0.681798;0.679948;0.680073;4487.670006275177
20140108;4;0.680096;0.68023;0.6798;0.680064;1783.1400029659271
20140108;5;0.680064;0.680258;0.67993;0.680092;2599.280000209809
20140108;6;0.680087;0.680332;0.679514;0.679648;2061.890002131462
20140108;7;0.679639;0.679685;0.678836;0.678979;2803.7600005865106
20140108;8;0.678965;0.67975;0.678937;0.679228;3459.9700020551677
20140108;9;0.679228;0.679482;0.678288;0.679066;5254.120009064674
20140108;10;0.679066;0.679777;0.67902;0.679306;7408.740021705627
20140108;11;0.679306;0.679971;0.678647;0.679897;8265.890035271646
20140108;12;0.679897;0.681208;0.679131;0.680865;7751.0500177144995
20140108;13;0.680884;0.681849;0.680369;0.681733;4833.820008635519
20140108;14;0.681728;0.681793;0.680596;0.680907;4748.96001279354
20140108;15;0.680897;0.682049;0.680429;0.680999;11275.500034332275
20140108;16;0.680995;0.681227;0.680305;0.680504;8818.8300344944
20140108;17;0.680504;0.680976;0.67962;0.680944;8969.030029058455
