Index;Action;State;Reward;Value
10;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45221000e+00 1.44773000e+00 1.45370000e+00
 1.44903000e+00 9.75222301e+04 1.07427000e+00 1.07307000e+00
 1.07570000e+00 1.07317000e+00 8.28498801e+04 8.51410000e-01
 8.48730000e-01 8.53280000e-01 8.52290000e-01 1.14509830e+05
 1.22653000e+02 1.22114000e+02 1.22840000e+02 1.22116000e+02
 1.55612950e+05 1.11358000e+00 1.10862000e+00 1.11425000e+00
 1.10890000e+00 1.26960358e+05 2.00000000e+04]";0.0;20000.0
11;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.44842000e+00 1.44570000e+00 1.45016000e+00
 1.44742000e+00 6.79977901e+04 1.07303000e+00 1.07299000e+00
 1.07496000e+00 1.07401000e+00 5.09365601e+04 8.53450000e-01
 8.52010000e-01 8.55320000e-01 8.52680000e-01 7.56396701e+04
 1.22107000e+02 1.22033000e+02 1.22316000e+02 1.22230000e+02
 1.03088040e+05 1.10910000e+00 1.10766000e+00 1.11023000e+00
 1.10944000e+00 9.74043402e+04 2.00000000e+04]";0.0;20000.0
12;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.44741000e+00 1.44712000e+00 1.45235000e+00
 1.44831000e+00 9.51929701e+04 1.07401000e+00 1.07307000e+00
 1.07509000e+00 1.07351000e+00 8.61589801e+04 8.52670000e-01
 8.49030000e-01 8.53500000e-01 8.49120000e-01 1.11853790e+05
 1.22232000e+02 1.21714000e+02 1.22370000e+02 1.21750000e+02
 1.99229551e+05 1.10934000e+00 1.10809000e+00 1.11179000e+00
 1.10819000e+00 1.32942335e+05 2.00000000e+04]";0.0;20000.0
13;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.44826000e+00 1.44553000e+00 1.45832000e+00
 1.45686000e+00 1.04460040e+05 1.07347000e+00 1.07318000e+00
 1.07879000e+00 1.07355000e+00 9.18426202e+04 8.49210000e-01
 8.42390000e-01 8.50060000e-01 8.43920000e-01 1.29328680e+05
 1.21737000e+02 1.21612000e+02 1.22015000e+02 1.21841000e+02
 1.87882891e+05 1.10816000e+00 1.10700000e+00 1.10984000e+00
 1.10920000e+00 1.35326470e+05 2.00000000e+04]";0.0;20000.0
14;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45682000e+00 1.45075000e+00 1.46139000e+00
 1.45108000e+00 1.19324710e+05 1.07355000e+00 1.07018000e+00
 1.07469000e+00 1.07093000e+00 1.02511870e+05 8.43810000e-01
 8.41670000e-01 8.45710000e-01 8.42020000e-01 1.24361460e+05
 1.21841000e+02 1.20633000e+02 1.21876000e+02 1.21021000e+02
 2.42093611e+05 1.10920000e+00 1.10362000e+00 1.11087000e+00
 1.10542000e+00 1.70843233e+05 2.00000000e+04]";0.0;20000.0
15;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45108000e+00 1.44768000e+00 1.45181000e+00
 1.44834000e+00 1.02022400e+05 1.07093000e+00 1.07001000e+00
 1.07228000e+00 1.07040000e+00 8.57738202e+04 8.42010000e-01
 8.38680000e-01 8.44390000e-01 8.43050000e-01 1.26049520e+05
 1.21019000e+02 1.20414000e+02 1.21264000e+02 1.20452000e+02
 1.93238741e+05 1.10542000e+00 1.10195000e+00 1.10617000e+00
 1.10224000e+00 1.26007953e+05 2.00000000e+04]";0.0;20000.0
16;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45095000e+00 1.44955000e+00 1.45517000e+00
 1.45369000e+00 1.10964860e+05 1.07040000e+00 1.06764000e+00
 1.07167000e+00 1.06790000e+00 9.44174402e+04 8.43350000e-01
 8.40850000e-01 8.44890000e-01 8.43720000e-01 1.09028080e+05
 1.20183000e+02 1.19905000e+02 1.20398000e+02 1.19987000e+02
 2.68067181e+05 1.10318000e+00 1.10096000e+00 1.10375000e+00
 1.10184000e+00 1.33966082e+05 2.00000000e+04]";0.0;20000.0
17;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45369000e+00 1.44912000e+00 1.45518000e+00
 1.44994000e+00 9.65543301e+04 1.06791000e+00 1.06649000e+00
 1.07266000e+00 1.07241000e+00 7.98517302e+04 8.43710000e-01
 8.43270000e-01 8.47860000e-01 8.45960000e-01 1.03027820e+05
 1.19987000e+02 1.19806000e+02 1.20333000e+02 1.20297000e+02
 2.11973581e+05 1.10185000e+00 1.09978000e+00 1.10252000e+00
 1.10220000e+00 1.22430630e+05 2.00000000e+04]";0.0;20000.0
18;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.44989000e+00 1.44796000e+00 1.45408000e+00
 1.45304000e+00 9.08992501e+04 1.07232000e+00 1.07098000e+00
 1.07376000e+00 1.07145000e+00 7.50337901e+04 8.45970000e-01
 8.44670000e-01 8.46770000e-01 8.45240000e-01 8.45295901e+04
 1.20248000e+02 1.19888000e+02 1.20418000e+02 1.20019000e+02
 1.86623081e+05 1.10219000e+00 1.09923000e+00 1.10276000e+00
 1.10098000e+00 1.21048570e+05 2.00000000e+04]";0.0;20000.0
19;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45317000e+00 1.45167000e+00 1.45957000e+00
 1.45700000e+00 1.11304240e+05 1.07150000e+00 1.06810000e+00
 1.07225000e+00 1.06930000e+00 1.00497940e+05 8.45210000e-01
 8.41180000e-01 8.48720000e-01 8.42310000e-01 1.23234060e+05
 1.20022000e+02 1.19775000e+02 1.20246000e+02 1.20176000e+02
 2.68837251e+05 1.10097000e+00 1.10069000e+00 1.10393000e+00
 1.10312000e+00 1.45870883e+05 2.00000000e+04]";0.0;20000.0
20;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45681000e+00 1.45541000e+00 1.46847000e+00
 1.46839000e+00 1.22867750e+05 1.06921000e+00 1.06766000e+00
 1.07063000e+00 1.06859000e+00 1.04424340e+05 8.42310000e-01
 8.38700000e-01 8.43100000e-01 8.39830000e-01 1.22896330e+05
 1.20179000e+02 1.20026000e+02 1.20405000e+02 1.20163000e+02
 2.70019181e+05 1.10312000e+00 1.10168000e+00 1.10954000e+00
 1.10944000e+00 1.44516350e+05 2.00000000e+04]";0.0;20000.0
21;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.46861000e+00 1.46094000e+00 1.47195000e+00
 1.46924000e+00 1.17640250e+05 1.06875000e+00 1.06634000e+00
 1.06932000e+00 1.06836000e+00 1.03563620e+05 8.41850000e-01
 8.40640000e-01 8.51830000e-01 8.50750000e-01 1.33363770e+05
 1.20275000e+02 1.19918000e+02 1.20378000e+02 1.20186000e+02
 2.72010231e+05 1.10939000e+00 1.10356000e+00 1.10939000e+00
 1.10593000e+00 1.35229078e+05 2.00000000e+04]";0.0;20000.0
22;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.46924000e+00 1.46367000e+00 1.47125000e+00
 1.46612000e+00 9.76201301e+04 1.06836000e+00 1.06779000e+00
 1.07171000e+00 1.07027000e+00 9.54460102e+04 8.50740000e-01
 8.46420000e-01 8.53760000e-01 8.47390000e-01 1.13582390e+05
 1.20167000e+02 1.20062000e+02 1.20981000e+02 1.20950000e+02
 2.42276311e+05 1.10590000e+00 1.10328000e+00 1.10641000e+00
 1.10434000e+00 1.13720085e+05 2.00000000e+04]";0.0;20000.0
23;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.46612000e+00 1.46052000e+00 1.46862000e+00
 1.46067000e+00 1.06947770e+05 1.07027000e+00 1.06902000e+00
 1.07279000e+00 1.07059000e+00 1.03569850e+05 8.47390000e-01
 8.43370000e-01 8.49090000e-01 8.45880000e-01 1.17568170e+05
 1.20951000e+02 1.20656000e+02 1.21150000e+02 1.20789000e+02
 2.47564931e+05 1.10436000e+00 1.09937000e+00 1.10479000e+00
 1.09989000e+00 1.23491761e+05 2.00000000e+04]";0.0;20000.0
24;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.46068000e+00 1.45766000e+00 1.46259000e+00
 1.45873000e+00 9.38941301e+04 1.07058000e+00 1.06951000e+00
 1.07243000e+00 1.07016000e+00 9.07910202e+04 8.45810000e-01
 8.45810000e-01 8.49720000e-01 8.48960000e-01 1.08971130e+05
 1.20786000e+02 1.20568000e+02 1.21019000e+02 1.20787000e+02
 1.96661261e+05 1.09989000e+00 1.09644000e+00 1.10138000e+00
 1.09827000e+00 1.01074230e+05 2.00000000e+04]";0.0;20000.0
25;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45873000e+00 1.45533000e+00 1.46135000e+00
 1.45605000e+00 1.07495250e+05 1.07019000e+00 1.06794000e+00
 1.07102000e+00 1.06969000e+00 9.79659602e+04 8.48980000e-01
 8.46140000e-01 8.49750000e-01 8.49220000e-01 1.20464770e+05
 1.20787000e+02 1.20079000e+02 1.20803000e+02 1.20080000e+02
 2.32063951e+05 1.09827000e+00 1.09419000e+00 1.09849000e+00
 1.09438000e+00 1.33507475e+05 2.00000000e+04]";0.0;20000.0
26;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45569000e+00 1.45279000e+00 1.45838000e+00
 1.45285000e+00 8.97025202e+04 1.06920000e+00 1.06599000e+00
 1.07131000e+00 1.06624000e+00 8.02134701e+04 8.48610000e-01
 8.44210000e-01 8.50430000e-01 8.44690000e-01 1.02966280e+05
 1.20013000e+02 1.19677000e+02 1.20338000e+02 1.19777000e+02
 2.03818551e+05 1.09439000e+00 1.09076000e+00 1.09574000e+00
 1.09105000e+00 1.04173425e+05 2.00000000e+04]";0.0;20000.0
27;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45285000e+00 1.44915000e+00 1.45338000e+00
 1.45005000e+00 8.51905801e+04 1.06611000e+00 1.06483000e+00
 1.06790000e+00 1.06507000e+00 7.64083800e+04 8.44690000e-01
 8.42000000e-01 8.45850000e-01 8.42470000e-01 1.02534570e+05
 1.19770000e+02 1.19592000e+02 1.20024000e+02 1.19828000e+02
 1.69162500e+05 1.09105000e+00 1.08913000e+00 1.09248000e+00
 1.09143000e+00 9.77368521e+04 2.00000000e+04]";0.0;20000.0
28;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.45014000e+00 1.43982000e+00 1.45132000e+00
 1.44047000e+00 8.11069200e+04 1.06507000e+00 1.06309000e+00
 1.06622000e+00 1.06340000e+00 4.56963991e+05 8.42540000e-01
 8.38150000e-01 8.42860000e-01 8.38600000e-01 6.88284601e+04
 1.19819000e+02 1.19612000e+02 1.20302000e+02 1.19702000e+02
 1.03434580e+05 1.09139000e+00 1.08654000e+00 1.09255000e+00
 1.08728000e+00 2.30115147e+05 2.00000000e+04]";0.0;20000.0
29;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.44022000e+00 1.43542000e+00 1.44356000e+00
 1.43815000e+00 9.90512700e+04 1.06340000e+00 1.06093000e+00
 1.06386000e+00 1.06155000e+00 4.98640047e+05 8.38480000e-01
 8.29520000e-01 8.39990000e-01 8.30830000e-01 9.55652501e+04
 1.19703000e+02 1.18872000e+02 1.19712000e+02 1.19045000e+02
 1.98084030e+05 1.08707000e+00 1.08340000e+00 1.08887000e+00
 1.08408000e+00 3.57053315e+05 2.00000000e+04]";0.0;20000.0
30;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.43815000e+00 1.43491000e+00 1.43941000e+00
 1.43511000e+00 7.65039901e+04 1.06156000e+00 1.06083000e+00
 1.06503000e+00 1.06371000e+00 7.58780702e+04 8.30830000e-01
 8.29830000e-01 8.34380000e-01 8.29990000e-01 1.03857390e+05
 1.19039000e+02 1.18865000e+02 1.19227000e+02 1.18883000e+02
 2.01466120e+05 1.08408000e+00 1.08271000e+00 1.08611000e+00
 1.08299000e+00 1.21806840e+05 2.00000000e+04]";0.0;20000.0
31;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.43613000e+00 1.43260000e+00 1.43652000e+00
 1.43374000e+00 5.65964801e+04 1.06378000e+00 1.06252000e+00
 1.06503000e+00 1.06272000e+00 5.65643401e+04 8.30860000e-01
 8.30300000e-01 8.33480000e-01 8.33040000e-01 7.41530601e+04
 1.19054000e+02 1.18904000e+02 1.19194000e+02 1.19047000e+02
 1.32525850e+05 1.08406000e+00 1.08291000e+00 1.08509000e+00
 1.08345000e+00 7.41816302e+04 2.00000000e+04]";0.0;20000.0
32;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.43334000e+00 1.42999000e+00 1.43705000e+00
 1.43076000e+00 8.90728601e+04 1.06272000e+00 1.06087000e+00
 1.06290000e+00 1.06088000e+00 9.16076102e+04 8.33040000e-01
 8.28200000e-01 8.34790000e-01 8.30110000e-01 1.12915590e+05
 1.19046000e+02 1.18462000e+02 1.19063000e+02 1.18561000e+02
 2.19142541e+05 1.08343000e+00 1.07854000e+00 1.08373000e+00
 1.07907000e+00 1.32797012e+05 2.00000000e+04]";0.0;20000.0
33;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.43073000e+00 1.42632000e+00 1.43181000e+00
 1.42813000e+00 8.86520901e+04 1.06084000e+00 1.06066000e+00
 1.06347000e+00 1.06301000e+00 8.95765902e+04 8.30070000e-01
 8.29460000e-01 8.36760000e-01 8.36010000e-01 1.07059310e+05
 1.18561000e+02 1.18559000e+02 1.20495000e+02 1.20305000e+02
 2.28755751e+05 1.07906000e+00 1.07822000e+00 1.08115000e+00
 1.08022000e+00 1.06436216e+05 2.00000000e+04]";0.0;20000.0
34;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.42808000e+00 1.42669000e+00 1.43401000e+00
 1.42962000e+00 1.12629250e+05 1.06274000e+00 1.06061000e+00
 1.06343000e+00 1.06132000e+00 1.13410370e+05 8.35870000e-01
 8.35430000e-01 8.41550000e-01 8.36770000e-01 9.14152502e+04
 1.20304000e+02 1.20093000e+02 1.21395000e+02 1.20888000e+02
 2.17480891e+05 1.08022000e+00 1.07778000e+00 1.08211000e+00
 1.07838000e+00 1.42802442e+05 2.00000000e+04]";0.0;20000.0
35;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.42958000e+00 1.42823000e+00 1.43759000e+00
 1.43369000e+00 1.06618990e+05 1.06144000e+00 1.06057000e+00
 1.06239000e+00 1.06110000e+00 1.15147690e+05 8.36910000e-01
 8.34290000e-01 8.38480000e-01 8.36850000e-01 1.20329930e+05
 1.20875000e+02 1.20358000e+02 1.21352000e+02 1.20980000e+02
 2.69324271e+05 1.07843000e+00 1.07843000e+00 1.08635000e+00
 1.08456000e+00 2.00502850e+05 2.00000000e+04]";0.0;20000.0
36;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.43289000e+00 1.43274000e+00 1.44356000e+00
 1.44247000e+00 1.29914130e+05 1.06075000e+00 1.05897000e+00
 1.06259000e+00 1.06221000e+00 1.44653170e+05 8.35880000e-01
 8.34380000e-01 8.40710000e-01 8.39050000e-01 1.47223060e+05
 1.20316000e+02 1.19899000e+02 1.21069000e+02 1.20158000e+02
 3.63693861e+05 1.08145000e+00 1.08050000e+00 1.08720000e+00
 1.08519000e+00 1.76178729e+05 2.00000000e+04]";0.0;20000.0
37;[<Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>, <Actions.SELL: 0>];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.44242000e+00 1.43807000e+00 1.44744000e+00
 1.44461000e+00 1.37193250e+05 1.06221000e+00 1.05932000e+00
 1.06350000e+00 1.06174000e+00 1.56932610e+05 8.39250000e-01
 8.33810000e-01 8.40040000e-01 8.36640000e-01 1.54721130e+05
 1.20152000e+02 1.19410000e+02 1.20533000e+02 1.19906000e+02
 4.34323601e+05 1.08519000e+00 1.08300000e+00 1.08902000e+00
 1.08806000e+00 1.86037341e+05 2.00000000e+04]";0.0;20000.0
