Date;Hour;Open;Low;High;Close;Volume
20140102;0;0.82973;0.82973;0.83042;0.8300700000000001;897.5899951905014
20140102;1;0.8300700000000001;0.8297700000000001;0.83042;0.8302200000000001;1155.4200001955035
20140102;2;0.83016;0.8297700000000001;0.8305799999999999;0.82993;1318.8299995660784
20140102;3;0.8299200000000001;0.82936;0.83;0.8297899999999999;1386.0399997234344
20140102;4;0.8298;0.8295799999999999;0.83029;0.83014;1635.1499999761584
20140102;5;0.83015;0.8297200000000001;0.83057;0.82989;1617.460000038147
20140102;6;0.8298700000000001;0.82862;0.82988;0.8286899999999999;1654.329999446869
20140102;7;0.8286899999999999;0.82845;0.82885;0.82867;1458.719999551773
20140102;8;0.82865;0.82837;0.82905;0.8286600000000001;2379.079979538917
20140102;9;0.8287100000000001;0.82819;0.8295600000000001;0.8284;4874.449965715407
20140102;10;0.8284299999999999;0.82789;0.82873;0.82821;6269.609967231751
20140102;11;0.82821;0.82801;0.82999;0.82981;8510.289982914926
20140102;12;0.8297899999999999;0.82893;0.8298399999999999;0.82906;3936.159997105599
20140102;13;0.82905;0.8270000000000001;0.8291200000000001;0.82831;4909.439984560013
20140102;14;0.8283200000000001;0.82755;0.82962;0.8283;10039.940031409264
20140102;15;0.8283;0.82763;0.8285;0.8281799999999999;9252.620030522348
20140102;16;0.8281799999999999;0.8277899999999999;0.8307899999999999;0.83067;10392.860045313835
20140102;17;0.8306600000000001;0.8294799999999999;0.83093;0.83093;9648.980023622513
20140102;18;0.83093;0.8305799999999999;0.83194;0.83152;7286.420010089875
20140102;19;0.8315299999999999;0.8311799999999999;0.8318700000000001;0.8315799999999999;2992.440006017685
20140102;20;0.8315799999999999;0.83134;0.8317700000000001;0.8316100000000001;1768.8700009584427
20140102;21;0.8316100000000001;0.83105;0.83168;0.8312299999999999;2522.560009360313
20140102;22;0.8312299999999999;0.83096;0.83141;0.8309799999999999;2224.980005145073
20140102;23;0.83099;0.8307200000000001;0.83129;0.8307899999999999;1722.1000040769575
20140103;0;0.8307899999999999;0.83065;0.83101;0.8309200000000001;954.8400035128
20140103;1;0.83088;0.83047;0.83093;0.83075;1046.5699993371964
20140103;2;0.8307399999999999;0.83035;0.8309;0.8304299999999999;1352.200000166893
20140103;3;0.83045;0.8300200000000001;0.83055;0.83039;1266.440000295639
20140103;4;0.83039;0.8303799999999999;0.8315299999999999;0.8312299999999999;2283.480000019073
20140103;5;0.83121;0.83054;0.8313299999999999;0.83104;1073.5200002193449
20140103;6;0.83106;0.83063;0.83109;0.83081;1312.0199998617172
20140103;7;0.83083;0.8301200000000001;0.8308399999999999;0.83029;1778.4800007343292
20140103;8;0.83029;0.83026;0.8309;0.83062;1370.0199965238573
20140103;9;0.83062;0.8294799999999999;0.8307899999999999;0.8298;3190.329986572266
20140103;10;0.8297700000000001;0.82857;0.8300200000000001;0.8294299999999999;5342.7599835395795
20140103;11;0.8294299999999999;0.8287100000000001;0.8297100000000001;0.82925;4246.689998269081
20140103;12;0.82925;0.8285399999999999;0.8295299999999999;0.8287100000000001;3448.959998369217
20140103;13;0.82867;0.82836;0.8289;0.8285100000000001;3189.740000128747
20140103;14;0.8285100000000001;0.8285100000000001;0.83163;0.8304799999999999;8680.120017528534
20140103;15;0.8304799999999999;0.8302799999999999;0.8310799999999999;0.8307200000000001;8732.910003423693
20140103;16;0.8307200000000001;0.8290000000000001;0.8308700000000001;0.8291;10181.010013341902
20140103;17;0.8291;0.82786;0.82939;0.82786;7756.540017008781
20140103;18;0.82785;0.8277899999999999;0.8289200000000001;0.82831;6861.700021505355
20140103;19;0.82831;0.82801;0.82844;0.8281200000000001;5142.900028228759
20140103;20;0.8281200000000001;0.82762;0.82821;0.8280700000000001;2633.150030374527
20140103;21;0.8280700000000001;0.8278;0.82824;0.8280200000000001;3054.870031118393
20140103;22;0.8280200000000001;0.8278200000000001;0.8281700000000001;0.82795;3783.500045776367
20140103;23;0.82794;0.8274799999999999;0.8280200000000001;0.8274799999999999;2298.4400117397313
20140106;0;0.8286399999999999;0.82826;0.82878;0.82849;1330.840001821518
20140106;1;0.82849;0.8279299999999999;0.8285100000000001;0.82836;1435.6700155735016
20140106;2;0.82835;0.8279700000000001;0.8286100000000001;0.8285299999999999;2521.080018877983
20140106;3;0.8285299999999999;0.82831;0.8304299999999999;0.83016;3637.8800324201598
20140106;4;0.83016;0.8298200000000001;0.83042;0.83039;1658.8700075149536
20140106;5;0.83039;0.82995;0.8305799999999999;0.82999;1138.7400016784668
20140106;6;0.82999;0.8299799999999999;0.8306;0.8303;820.5199999809265
20140106;7;0.83029;0.8297399999999999;0.83041;0.8299700000000001;980.9499999284744
20140106;8;0.8299700000000001;0.82942;0.8300299999999999;0.82973;1486.520000576973
20140106;9;0.82973;0.8292700000000001;0.8306600000000001;0.83054;3489.3599939346313
20140106;10;0.83054;0.83041;0.83157;0.83104;8019.040008425709
20140106;11;0.83104;0.8307100000000001;0.83315;0.8320799999999999;9175.420015573502
20140106;12;0.8320799999999999;0.8311799999999999;0.8321700000000001;0.83145;4144.469995856285
20140106;13;0.8314600000000001;0.83036;0.83173;0.8307;3469.409995913506
20140106;14;0.83068;0.8301799999999999;0.83076;0.83039;3221.799995064735
20140106;15;0.83039;0.8295899999999999;0.83068;0.82963;3798.700000166892
20140106;16;0.82963;0.8291;0.83016;0.8294100000000001;4719.3700050115585
20140106;17;0.8294100000000001;0.8288399999999999;0.83135;0.83124;5925.41000664234
20140106;18;0.83124;0.83075;0.8315;0.83083;3518.080005526543
20140106;19;0.8308200000000001;0.8307399999999999;0.8317;0.83101;3298.660004973411
20140106;20;0.83099;0.83089;0.83154;0.83106;2154.300004720688
20140106;21;0.83106;0.8307899999999999;0.83116;0.83114;1850.1000010967261
20140106;22;0.83116;0.83093;0.8313200000000001;0.83131;1596.6000026464462
20140106;23;0.83131;0.83054;0.8313299999999999;0.83057;1357.3800011873245
20140107;0;0.8305600000000001;0.8301299999999999;0.8310799999999999;0.8305;1526.6500054448848
20140107;1;0.8305;0.8301;0.8309799999999999;0.83036;1284.5199999809265
20140107;2;0.8303799999999999;0.8301700000000001;0.8306399999999999;0.83019;1397.950000166893
20140107;3;0.8302;0.83016;0.83094;0.83081;1512.2300001382828
20140107;4;0.83081;0.83045;0.83099;0.83054;853.0100001096725
20140107;5;0.83055;0.83052;0.83119;0.8308399999999999;951.2799998521804
20140107;6;0.8308399999999999;0.8307899999999999;0.83137;0.8313;880.4600011110306
20140107;7;0.83131;0.8307100000000001;0.83134;0.8307399999999999;1267.2000010013578
20140107;8;0.83073;0.83044;0.83116;0.83062;1557.399998307228
20140107;9;0.83063;0.8304799999999999;0.8311799999999999;0.8309799999999999;2712.689997911453
20140107;10;0.8309700000000001;0.83039;0.83178;0.8317399999999999;4181.6999995708475
20140107;11;0.83175;0.8303;0.83204;0.83063;4796.7699992656735
20140107;12;0.8305600000000001;0.83005;0.83175;0.83076;5761.8199981451025
20140107;13;0.83073;0.83019;0.8311799999999999;0.83101;3476.300002932548
